Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
34506241	8576	-15376	2624	523.136	-937.936	160.064	-1360	
34511197	8176	-15904	2544	498.736	-970.144	155.184	-1424	
34516152	7840	-16464	2448	478.240	-1004.304	149.328	-1456	
34521109	7552	-16880	2464	460.672	-1029.680	150.304	-1504	
34526064	7360	-17168	2448	448.960	-1047.248	149.328	-1536	
34531019	7312	-17360	2560	446.032	-1058.960	156.160	-1568	
34535975	7312	-17424	2400	446.032	-1062.864	146.400	-1600	
34540931	7408	-17312	2272	451.888	-1056.032	138.592	-1616	
34545885	7600	-17168	2144	463.600	-1047.248	130.784	-1584	
34550842	7776	-17136	2096	474.336	-1045.296	127.856	-1472	
34555798	8000	-17152	2000	488.000	-1046.272	122.000	-1488	
34560754	8304	-16896	2048	506.544	-1030.656	124.928	-1472	
34565710	8544	-16560	2016	521.184	-1010.160	122.976	-1344	
34570666	8768	-16224	2112	534.848	-989.664	128.832	-1344	
34575623	8800	-16000	2144	536.800	-976.000	130.784	-1264	
34580579	8672	-15952	2208	528.992	-973.072	134.688	-1264	
34585535	8400	-16032	2192	512.400	-977.952	133.712	-1168	
34590489	7984	-16288	2224	487.024	-993.568	135.664	-1008	
34595447	7568	-16496	2112	461.648	-1006.256	128.832	-1088	
34600403	7104	-16608	1936	433.344	-1013.088	118.096	-928	
34605358	6672	-16512	1872	406.992	-1007.232	114.192	-864	
34610313	6400	-16384	1776	390.400	-999.424	108.336	-704	
34615270	6112	-16240	1760	372.832	-990.640	107.360	-640	
34620225	6096	-16096	1808	371.856	-981.856	110.288	-528	
34625180	6176	-15968	1888	376.736	-974.048	115.168	-384	
34630135	6304	-16080	2080	384.544	-980.880	126.880	-288	
34635089	6352	-16144	2208	387.472	-984.784	134.688	-144	
34640045	6416	-16160	2272	391.376	-985.760	138.592	16	
34645000	6320	-16272	2320	385.520	-992.592	141.520	112	
34649957	6256	-16320	2336	381.616	-995.520	142.496	256	
34654913	6032	-16272	2432	367.952	-992.592	148.352	416	
34659869	5952	-16176	2416	363.072	-986.736	147.376	528	
34664825	5952	-16080	2368	363.072	-980.880	144.448	656	
34669780	5856	-16160	2384	357.216	-985.760	145.424	720	
34674735	5888	-16304	2336	359.168	-994.544	142.496	816	
34679690	5856	-16352	2304	357.216	-997.472	140.544	896	
34684646	5808	-16416	2288	354.288	-1001.376	139.568	944	
34689601	5744	-16400	2320	350.384	-1000.400	141.520	1024	
34694556	5760	-16272	2336	351.360	-992.592	142.496	992	
34699510	5824	-16096	2272	355.264	-981.856	138.592	1024	
34704467	5872	-15936	2288	358.192	-972.096	139.568	1056	
34709422	6048	-15696	2368	368.928	-957.456	144.448	1168	
34714379	6208	-15664	2464	378.688	-955.504	150.304	1136	
34719334	6384	-15600	2656	389.424	-951.600	162.016	1200	
34724289	6656	-15568	2800	406.016	-949.648	170.800	1280	
34729244	6880	-15616	2848	419.680	-952.576	173.728	1280	
34734201	6912	-15680	2832	421.632	-956.480	172.752	1312	
34739156	6880	-15584	2736	419.680	-950.624	166.896	1344	
34744113	6816	-15440	2688	415.776	-941.840	163.968	1424	
34749069	6688	-15104	2480	407.968	-921.344	151.280	1472	
34754024	6448	-14992	2272	393.328	-914.512	138.592	1504	
34758980	6208	-15024	2080	378.688	-916.464	126.880	1504	
34763936	5968	-15184	1888	364.048	-926.224	115.168	1504	
34768892	5728	-15328	1808	349.408	-935.008	110.288	1568	
34773848	5680	-15504	1888	346.480	-945.744	115.168	1632	
34778804	5488	-15696	1888	334.768	-957.456	115.168	1616	
34783761	5392	-15920	1920	328.912	-971.120	117.120	1696	
34788717	5408	-15984	1920	329.888	-975.024	117.120	1728	
34793671	5392	-16112	1824	328.912	-982.832	111.264	1744	
34798629	5536	-16048	1632	337.696	-978.928	99.552	1744	
34803584	5728	-15792	1536	349.408	-963.312	93.696	1792	
34808540	6080	-15520	1552	370.880	-946.720	94.672	1728	
34813496	6352	-15376	1520	387.472	-937.936	92.720	1792	
34818452	6672	-15200	1536	406.992	-927.200	93.696	1808	
34823407	6800	-15088	1584	414.800	-920.368	96.624	1808	
34828363	6928	-15104	1552	422.608	-921.344	94.672	1760	
34833317	7056	-14960	1504	430.416	-912.560	91.744	1808	
34838275	7072	-14864	1616	431.392	-906.704	98.576	1824	
34843231	7104	-14816	1776	433.344	-903.776	108.336	1824	
34848187	6800	-14672	1968	414.800	-894.992	120.048	1808	
34853143	6608	-14576	2144	403.088	-889.136	130.784	1792	
34858097	6336	-14448	2400	386.496	-881.328	146.400	1776	
34863054	6000	-14416	2448	366.000	-879.376	149.328	1728	
34868009	5792	-14512	2400	353.312	-885.232	146.400	1680	
34872966	5648	-14592	2400	344.528	-890.112	146.400	1696	
34877922	5472	-14672	2240	333.792	-894.992	136.640	1616	
34882878	5392	-14736	2080	328.912	-898.896	126.880	1632	
34887834	5392	-14848	1840	328.912	-905.728	112.240	1520	
34892789	5376	-14992	1744	327.936	-914.512	106.384	1456	
34897744	5536	-15056	1600	337.696	-918.416	97.600	1280	
34902700	5680	-15088	1552	346.480	-920.368	94.672	1296	
34907658	5808	-15184	1568	354.288	-926.224	95.648	1280	
34912614	5920	-15216	1632	361.120	-928.176	99.552	1248	
34917570	6112	-15200	1760	372.832	-927.200	107.360	1120	
34922526	6288	-15056	1792	383.568	-918.416	109.312	1104	
34927483	6448	-14800	1808	393.328	-902.800	110.288	1040	
34932439	6544	-14640	1808	399.184	-893.040	110.288	960	
34937395	6784	-14624	1824	413.824	-892.064	111.264	912	
34942351	6736	-14368	1760	410.896	-876.448	107.360	688	
34947307	6800	-14288	1744	414.800	-871.568	106.384	640	
34952263	6736	-14368	1664	410.896	-876.448	101.504	256	
34957219	6880	-14352	1776	419.680	-875.472	108.336	-96	
34962175	6832	-14224	1712	416.752	-867.664	104.432	-496	
34967132	6784	-14192	1648	413.824	-865.712	100.528	-752	
34972089	6720	-14240	1456	409.920	-868.640	88.816	-944	
34977045	6624	-14224	1216	404.064	-867.664	74.176	-1024	
34982001	6416	-14192	912	391.376	-865.712	55.632	-1104	
34986956	6192	-14352	752	377.712	-875.472	45.872	-1232	
34991913	5952	-14480	608	363.072	-883.280	37.088	-1328	
34996869	5744	-14816	544	350.384	-903.776	33.184	-1376	
35001826	5728	-14928	432	349.408	-910.608	26.352	-1360	
35006783	5808	-14880	352	354.288	-907.680	21.472	-1424	
35011739	6032	-14864	416	367.952	-906.704	25.376	-1520	
35016695	6208	-14816	416	378.688	-903.776	25.376	-1552	
35021651	6624	-14736	608	404.064	-898.896	37.088	-1504	
35026607	6976	-14832	624	425.536	-904.752	38.064	-1520	
35031563	7344	-14928	784	447.984	-910.608	47.824	-1472	
35036518	7584	-15056	768	462.624	-918.416	46.848	-1488	
35041474	7696	-15120	880	469.456	-922.320	53.680	-1440	
35046431	7712	-15152	864	470.432	-924.272	52.704	-1472	
35051386	7504	-15040	816	457.744	-917.440	49.776	-1440	
35056343	7216	-14800	784	440.176	-902.800	47.824	-1360	
35061298	7104	-14480	704	433.344	-883.280	42.944	-1296	
35066253	7008	-14128	800	427.488	-861.808	48.800	-1264	
35071209	6864	-13920	800	418.704	-849.120	48.800	-1216	
35076165	6736	-14032	800	410.896	-855.952	48.800	-1120	
35081120	6656	-14352	768	406.016	-875.472	46.848	-1072	
35086075	6448	-14672	768	393.328	-894.992	46.848	-1072	
35091032	6192	-14832	848	377.712	-904.752	51.728	-992	
35095989	6032	-14864	832	367.952	-906.704	50.752	-912	
35100945	5840	-14704	880	356.240	-896.944	53.680	-864	
35105901	5776	-14608	880	352.336	-891.088	53.680	-768	
35110857	5712	-14544	960	348.432	-887.184	58.560	-624	
35115813	5744	-14592	1120	350.384	-890.112	68.320	-496	
35120769	5600	-14672	1280	341.600	-894.992	78.080	-384	
35125724	5472	-14544	1440	333.792	-887.184	87.840	-304	
35130678	5392	-14480	1536	328.912	-883.280	93.696	-176	
35135636	5312	-14480	1456	324.032	-883.280	88.816	-192	
35140591	5424	-14432	1456	330.864	-880.352	88.816	-32	
35145546	5536	-14432	1344	337.696	-880.352	81.984	-32	
35150503	5696	-14656	1328	347.456	-894.016	81.008	112	
35155459	5824	-14768	1344	355.264	-900.848	81.984	96	
35160414	5824	-14832	1312	355.264	-904.752	80.032	192	
35165369	5696	-14864	1360	347.456	-906.704	82.960	192	
35170326	5600	-14720	1408	341.600	-897.920	85.888	240	
35175282	5440	-14720	1440	331.840	-897.920	87.840	224	
35180238	5584	-14608	1424	340.624	-891.088	86.864	208	
35185195	5440	-14656	1568	331.840	-894.016	95.648	240	
35190152	5344	-14576	1616	325.984	-889.136	98.576	256	
35195107	5248	-14544	1792	320.128	-887.184	109.312	160	
35200064	5184	-14560	1840	316.224	-888.160	112.240	112	
35205020	5088	-14480	1936	310.368	-883.280	118.096	16	
35209974	4976	-14592	1808	303.536	-890.112	110.288	-16	
35214932	4960	-14608	1888	302.560	-891.088	115.168	-80	
35219888	4944	-14768	1840	301.584	-900.848	112.240	-144	
35224844	5040	-14784	1824	307.440	-901.824	111.264	-208	
35229801	4976	-14848	1744	303.536	-905.728	106.384	-368	
35234757	5120	-15040	1776	312.320	-917.440	108.336	-496	
35239713	5232	-15200	1776	319.152	-927.200	108.336	-592	
35244669	5424	-15408	1792	330.864	-939.888	109.312	-864	
35249625	5616	-15520	1824	342.576	-946.720	111.264	-944	
35254581	5888	-15504	1888	359.168	-945.744	115.168	-1184	
35259537	6144	-15552	1840	374.784	-948.672	112.240	-1344	
35264494	6368	-15472	1856	388.448	-943.792	113.216	-1584	
35269450	6448	-15504	1920	393.328	-945.744	117.120	-1760	
35274407	6544	-15424	1968	399.184	-940.864	120.048	-1904	
35279364	6576	-15504	2048	401.136	-945.744	124.928	-2064	
35284320	6624	-15552	2096	404.064	-948.672	127.856	-2144	
35289274	6720	-15648	2112	409.920	-954.528	128.832	-2288	
35294233	6816	-15808	2128	415.776	-964.288	129.808	-2432	
35299189	6832	-16016	2128	416.752	-976.976	129.808	-2448	
35304145	6800	-16336	2192	414.800	-996.496	133.712	-2464	
35309100	6832	-16512	2192	416.752	-1007.232	133.712	-2496	
35314057	6944	-16704	2192	423.584	-1018.944	133.712	-2480	
35319013	7024	-16800	2192	428.464	-1024.800	133.712	-2432	
35323970	7200	-16912	2192	439.200	-1031.632	133.712	-2400	
35328926	7312	-17008	2272	446.032	-1037.488	138.592	-2400	
35333882	7472	-16928	2368	455.792	-1032.608	144.448	-2368	
35338838	7696	-16720	2528	469.456	-1019.920	154.208	-2256	
35343795	7936	-16608	2624	484.096	-1013.088	160.064	-2112	
35348751	8064	-16592	2832	491.904	-1012.112	172.752	-1936	
35353706	8224	-16640	3104	501.664	-1015.040	189.344	-1936	
35358665	8336	-16736	3264	508.496	-1020.896	199.104	-1776	
35363619	8400	-16928	3456	512.400	-1032.608	210.816	-1568	
35368577	8528	-17216	3504	520.208	-1050.176	213.744	-1472	
35373532	8672	-17264	3520	528.992	-1053.104	214.720	-1216	
35378488	8800	-17184	3440	536.800	-1048.224	209.840	-1040	
35383443	8944	-17152	3376	545.584	-1046.272	205.936	-944	
35388399	8992	-17104	3312	548.512	-1043.344	202.032	-736	
35393355	9184	-17072	3280	560.224	-1041.392	200.080	-624	
35398312	9408	-17104	3216	573.888	-1043.344	196.176	-592	
35403268	9488	-17232	3232	578.768	-1051.152	197.152	-464	
35408225	9712	-17328	3216	592.432	-1057.008	196.176	-416	
35413181	10016	-17360	3184	610.976	-1058.960	194.224	-288	
35418137	10240	-17440	3264	624.640	-1063.840	199.104	-256	
35423093	10352	-17504	3232	631.472	-1067.744	197.152	-224	
35428050	10496	-17680	3328	640.256	-1078.480	203.008	-128	
35433006	10608	-17728	3392	647.088	-1081.408	206.912	-16	
35437962	10640	-17696	3520	649.040	-1079.456	214.720	32	
35442919	10576	-17808	3824	645.136	-1086.288	233.264	160	
35447876	10672	-17904	4112	650.992	-1092.144	250.832	288	
35452832	10736	-17824	4432	654.896	-1087.264	270.352	432	
35457789	10928	-17616	4688	666.608	-1074.576	285.968	560	
35462745	10880	-17392	5056	663.680	-1060.912	308.416	752	
35467701	10816	-17296	5264	659.776	-1055.056	321.104	896	
35472658	10624	-17280	5536	648.064	-1054.080	337.696	1056	
35477615	10528	-17248	5760	642.208	-1052.128	351.360	1328	
35482570	10320	-17200	5840	629.520	-1049.200	356.240	1472	
35487526	10256	-17200	5824	625.616	-1049.200	355.264	1648	
35492481	10224	-17168	5776	623.664	-1047.248	352.336	1888	
35497435	10192	-17264	5776	621.712	-1053.104	352.336	2080	
35502392	10208	-17312	5760	622.688	-1056.032	351.360	2272	
35507348	10496	-17328	5680	640.256	-1057.008	346.480	2512	
35512303	10784	-17296	5728	657.824	-1055.056	349.408	2688	
35517259	11200	-17296	5920	683.200	-1055.056	361.120	2832	
35522215	11680	-17360	6272	712.480	-1058.960	382.592	3024	
35527171	12336	-17344	6560	752.496	-1057.984	400.160	3200	
35532127	12864	-17056	6784	784.704	-1040.416	413.824	3344	
35537084	13152	-16912	7120	802.272	-1031.632	434.320	3536	
35542040	13232	-16672	7360	807.152	-1016.992	448.960	3648	
35546996	13408	-16608	7472	817.888	-1013.088	455.792	3776	
35551953	13440	-16608	7664	819.840	-1013.088	467.504	3920	
35556910	13376	-16528	7744	815.936	-1008.208	472.384	3920	
35561864	13376	-16480	7840	815.936	-1005.280	478.240	3984	
35566822	13424	-16304	8064	818.864	-994.544	491.904	3968	
35571777	13248	-16400	8272	808.128	-1000.400	504.592	3872	
35576733	13248	-16368	8672	808.128	-998.448	528.992	3792	
35581689	13024	-16352	8896	794.464	-997.472	542.656	3664	
35586645	13072	-16416	9088	797.392	-1001.376	554.368	3632	
35591602	13104	-16496	9504	799.344	-1006.256	579.744	3600	
35596558	13104	-16320	9792	799.344	-995.520	597.312	3456	
35601514	13072	-16112	10048	797.392	-982.832	612.928	3376	
35606470	12896	-15808	10256	786.656	-964.288	625.616	3312	
35611424	12752	-15632	10592	777.872	-953.552	646.112	3104	
35616381	12736	-15424	10784	776.896	-940.864	657.824	3120	
35621336	12832	-15264	10960	782.752	-931.104	668.560	2992	
35626291	13136	-15040	11088	801.296	-917.440	676.368	2928	
35631248	13280	-14912	11328	810.080	-909.632	691.008	2864	
35636203	13488	-14928	11552	822.768	-910.608	704.672	2816	
35641159	13680	-14800	11792	834.480	-902.800	719.312	2992	
35646115	13696	-14608	12128	835.456	-891.088	739.808	2960	
35651072	13728	-14400	12448	837.408	-878.400	759.328	2976	
35656028	13696	-14000	12800	835.456	-854.000	780.800	3088	
35660984	13600	-13552	13264	829.600	-826.672	809.104	3088	
35665940	13504	-13264	13792	823.744	-809.104	841.312	3120	
35670896	13440	-13104	14288	819.840	-799.344	871.568	3200	
35675852	13408	-13120	14688	817.888	-800.320	895.968	3216	
35680809	13392	-13072	15056	816.912	-797.392	918.416	3264	
35685765	13296	-13120	15584	811.056	-800.320	950.624	3296	
35690721	13072	-13072	16128	797.392	-797.392	983.808	3392	
35695678	12800	-13056	16640	780.800	-796.416	1015.040	3440	
35700634	12560	-12976	17088	766.160	-791.536	1042.368	3552	
35705589	12320	-13104	17488	751.520	-799.344	1066.768	3616	
35710547	12144	-13184	17728	740.784	-804.224	1081.408	3744	
35715504	12368	-13360	17936	754.448	-814.960	1094.096	3760	
35720459	12432	-13552	18192	758.352	-826.672	1109.712	3904	
35725414	12464	-13472	18320	760.304	-821.792	1117.520	3984	
35730370	12256	-13216	18608	747.616	-806.176	1135.088	3968	
35735325	12080	-13008	18800	736.880	-793.488	1146.800	4112	
35740281	12160	-12912	18864	741.760	-787.632	1150.704	4160	
35745237	12384	-12880	18912	755.424	-785.680	1153.632	4176	
35750193	12544	-12880	19024	765.184	-785.680	1160.464	4192	
35755148	12432	-12960	19392	758.352	-790.560	1182.912	4176	
35760105	12032	-12992	20176	733.952	-792.512	1230.736	4000	
35765061	11440	-13072	21216	697.840	-797.392	1294.176	3968	
35770016	10960	-13152	22208	668.560	-802.272	1354.688	3776	
35774972	10496	-13104	22944	640.256	-799.344	1399.584	3616	
35779928	10272	-13360	22880	626.592	-814.960	1395.680	3392	
35784883	10336	-13584	22352	630.496	-828.624	1363.472	3104	
35789841	9856	-13840	21552	601.216	-844.240	1314.672	2800	
35794798	9488	-14112	20624	578.768	-860.832	1258.064	2400	
35799754	9312	-14544	19488	568.032	-887.184	1188.768	2016	
35804710	9168	-14848	17920	559.248	-905.728	1093.120	1488	
35809666	8896	-15136	16304	542.656	-923.296	994.544	976	
35814622	8336	-15584	15072	508.496	-950.624	919.392	400	
35819578	7808	-16336	14416	476.288	-996.496	879.376	-288	
35824534	7104	-16544	14048	433.344	-1009.184	856.928	-976	
35829487	6736	-16672	13424	410.896	-1016.992	818.864	-1728	
35834445	6368	-16032	12256	388.448	-977.952	747.616	-2592	
35839401	6240	-14832	10800	380.640	-904.752	658.800	-3456	
35844356	5920	-13440	9632	361.120	-819.840	587.552	-4480	
35849310	5200	-12352	8880	317.200	-753.472	541.680	-5456	
35854268	3904	-11216	8080	238.144	-684.176	492.880	-6656	
35859224	2240	-9968	6848	136.640	-608.048	417.728	-7888	
35864180	528	-8816	4928	32.208	-537.776	300.608	-9168	
35869135	-1824	-7952	3216	-111.264	-485.072	196.176	-10544	
35874092	-4288	-7280	1968	-261.568	-444.080	120.048	-11776	
35879048	-5840	-6896	864	-356.240	-420.656	52.704	-12912	
35884004	-6816	-5984	144	-415.776	-365.024	8.784	-13920	
35888961	-6048	-4848	-1216	-368.928	-295.728	-74.176	-14688	
35893918	-3440	-3056	-2992	-209.840	-186.416	-182.512	-15312	
35898873	-160	-768	-4864	-9.760	-46.848	-296.704	-15584	
35903830	3104	1808	-6800	189.344	110.288	-414.800	-15984	
35908786	6096	5072	-8992	371.856	309.392	-548.512	-16032	
35913740	8288	8240	-11056	505.568	502.640	-674.416	-15984	
35918698	9056	10656	-12608	552.416	650.016	-769.088	-15904	
35923655	7408	11920	-13840	451.888	727.120	-844.240	-15616	
35928611	4304	11984	-15056	262.544	731.024	-918.416	-15328	
35933567	384	10944	-16304	23.424	667.584	-994.544	-14896	
35938524	-3856	9328	-17232	-235.216	569.008	-1051.152	-14368	
35943480	-8048	7456	-17856	-490.928	454.816	-1089.216	-13728	
35948435	-11280	5536	-18144	-688.080	337.696	-1106.784	-12944	
35953391	-12304	4000	-18368	-750.544	244.000	-1120.448	-12176	
35958347	-10880	2832	-18384	-663.680	172.752	-1121.424	-11296	
35963304	-7408	2272	-17904	-451.888	138.592	-1092.144	-10368	
35968261	-2992	2688	-16512	-182.512	163.968	-1007.232	-9488	
35973218	1008	4224	-14416	61.488	257.664	-879.376	-8368	
35978175	4000	6992	-11856	244.000	426.512	-723.216	-7520	
35983132	6384	9920	-8720	389.424	605.120	-531.920	-6608	
35988088	7536	13200	-4992	459.696	805.200	-304.512	-5840	
35993045	8208	15808	-752	500.688	964.288	-45.872	-5040	
35998001	8304	17520	4672	506.544	1068.720	284.992	-4192	
36002958	7824	17856	10624	477.264	1089.216	648.064	-3520	
36007915	7216	17664	15904	440.176	1077.504	970.144	-2896	
36012871	6688	16928	19360	407.968	1032.608	1180.960	-2160	
36017828	6032	15552	20592	367.952	948.672	1256.112	-1600	
36022784	5008	13776	20112	305.488	840.336	1226.832	-1104	
36027740	3872	12496	18144	236.192	762.256	1106.784	-752	
36032697	3328	12128	15296	203.008	739.808	933.056	-272	
36037654	3488	12080	12032	212.768	736.880	733.952	-64	
36042610	4576	11856	9360	279.136	723.216	570.960	240	
36047567	6224	11616	8064	379.664	708.576	491.904	560	
36052523	8272	11648	7776	504.592	710.528	474.336	720	
36057478	10192	11824	8272	621.712	721.264	504.592	992	
36062436	11584	12288	9328	706.624	749.568	569.008	1168	
36067392	12352	13216	10432	753.472	806.176	636.352	1200	
36072348	12176	14400	11280	742.736	878.400	688.080	1200	
36077304	11040	15648	11344	673.440	954.528	691.984	1104	
36082261	9392	16480	10768	572.912	1005.280	656.848	1056	
36087217	7760	16720	9952	473.360	1019.920	607.072	848	
36092173	6544	16432	9248	399.184	1002.352	564.128	592	
36097128	5792	15824	8720	353.312	965.264	531.920	416	
36102083	5056	15040	8448	308.416	917.440	515.328	192	
36107039	4416	14128	8160	269.376	861.808	497.760	-144	
36111996	3712	12976	7920	226.432	791.536	483.120	-368	
36116952	2960	11440	7776	180.560	697.840	474.336	-560	
36121906	2256	10080	7584	137.616	614.880	462.624	-704	
36126864	1472	9088	7264	89.792	554.368	443.104	-912	
36131820	704	8416	6896	42.944	513.376	420.656	-944	
36136775	112	8080	6640	6.832	492.880	405.040	-1008	
36141732	-144	7920	6928	-8.784	483.120	422.608	-1024	
36146688	224	8048	7456	13.664	490.928	454.816	-976	
36151644	1056	8656	8128	64.416	528.016	495.808	-992	
36156599	2448	9472	8752	149.328	577.792	533.872	-864	
36161555	4016	10256	9344	244.976	625.616	569.984	-816	
36166511	5536	10928	9888	337.696	666.608	603.168	-688	
36171467	6976	11456	10176	425.536	698.816	620.736	-576	
36176424	8192	11776	10368	499.712	718.336	632.448	-512	
36181378	9152	11888	10464	558.272	725.168	638.304	-352	
36186335	9760	11776	10496	595.360	718.336	640.256	-272	
36191292	10016	11568	10464	610.976	705.648	638.304	-240	
36196248	9680	11264	10416	590.480	687.104	635.376	-336	
36201201	8864	10880	10272	540.704	663.680	626.592	-288	
36206160	7808	10448	9952	476.288	637.328	607.072	-288	
36211115	6592	10144	9664	402.112	618.784	589.504	-368	
36216072	5264	9952	9568	321.104	607.072	583.648	-352	
36221027	4224	9808	9568	257.664	598.288	583.648	-464	
36225984	3632	9936	9728	221.552	606.096	593.408	-480	
36230940	3536	10032	9952	215.696	611.952	607.072	-464	
36235896	3856	10352	10288	235.216	631.472	627.568	-464	
36240853	4464	10784	10432	272.304	657.824	636.352	-464	
36245809	4960	11200	10496	302.560	683.200	640.256	-496	
36250765	5344	11520	10336	325.984	702.720	630.496	-432	
36255722	5504	11536	10320	335.744	703.696	629.520	-416	
36260678	5584	11440	10432	340.624	697.840	636.352	-480	
36265632	5616	11424	10528	342.576	696.864	642.208	-336	
36270591	5504	11200	10768	335.744	683.200	656.848	-352	
36275548	5232	11008	10848	319.152	671.488	661.728	-352	
36280504	5056	10864	11056	308.416	662.704	674.416	-272	
36285460	4960	10688	11104	302.560	651.968	677.344	-336	
36290417	4976	10480	11024	303.536	639.280	672.464	-352	
36295373	5120	10432	10944	312.320	636.352	667.584	-336	
36300329	5120	10368	10880	312.320	632.448	663.680	-304	
36305286	5040	10368	10624	307.440	632.448	648.064	-384	
36310242	4992	10208	10432	304.512	622.688	636.352	-352	
36315198	4976	9984	10480	303.536	609.024	639.280	-368	
36320151	4992	9680	10624	304.512	590.480	648.064	-384	
36325109	5152	9504	10848	314.272	579.744	661.728	-368	
36330065	5248	9424	11136	320.128	574.864	679.296	-272	
36335022	5376	9408	11360	327.936	573.888	692.960	-352	
36339978	5680	9600	11264	346.480	585.600	687.104	-272	
36344934	5984	10000	11056	365.024	610.000	674.416	-288	
36349889	6288	10416	10832	383.568	635.376	660.752	-160	
36354844	6544	10800	10624	399.184	658.800	648.064	-224	
36359800	6608	11136	10432	403.088	679.296	636.352	-192	
36364754	6720	11200	10336	409.920	683.200	630.496	-32	
36369712	6560	11168	10352	400.160	681.248	631.472	-64	
36374668	6336	10832	10576	386.496	660.752	645.136	-160	
36379623	6048	10416	10704	368.928	635.376	652.944	-160	
36384579	5760	10016	10704	351.360	610.976	652.944	-144	
36389535	5536	9776	10672	337.696	596.336	650.992	-96	
36394491	5472	9600	10608	333.792	585.600	647.088	-112	
36399447	5456	9600	10560	332.816	585.600	644.160	-64	
36404403	5408	9648	10528	329.888	588.528	642.208	-80	
36409358	5376	9808	10496	327.936	598.288	640.256	-48	
36414314	5440	9824	10544	331.840	599.264	643.184	-16	
36419271	5440	9904	10688	331.840	604.144	651.968	16	
36424227	5392	9968	10848	328.912	608.048	661.728	80	
36429183	5456	10128	11008	332.816	617.808	671.488	48	
36434140	5552	10368	10784	338.672	632.448	657.824	48	
36439096	5648	10608	10480	344.528	647.088	639.280	80	
36444052	5648	10800	10256	344.528	658.800	625.616	112	
36449009	5712	10720	10224	348.432	653.920	623.664	144	
36453965	5728	10480	10176	349.408	639.280	620.736	128	
36458920	5648	10176	10272	344.528	620.736	626.592	176	
36463878	5584	9920	10384	340.624	605.120	633.424	192	
36468834	5600	9648	10512	341.600	588.528	641.232	160	
36473788	5568	9520	10576	339.648	580.720	645.136	176	
36478747	5568	9424	10512	339.648	574.864	641.232	144	
36483703	5584	9504	10480	340.624	579.744	639.280	176	
36488660	5504	9680	10400	335.744	590.480	634.400	224	
36493616	5408	9904	10336	329.888	604.144	630.496	128	
36498571	5408	10096	10368	329.888	615.856	632.448	240	
36503524	5392	10304	10336	328.912	628.544	630.496	240	
36508482	5552	10544	10304	338.672	643.184	628.544	192	
36513439	5872	10640	10224	358.192	649.040	623.664	192	
36518395	6176	10688	10256	376.736	651.968	625.616	192	
36523351	6288	10560	10368	383.568	644.160	632.448	256	
36528308	6352	10400	10336	387.472	634.400	630.496	208	
36533264	6240	10208	10144	380.640	622.688	618.784	224	
36538219	6064	10000	9824	369.904	610.000	599.264	176	
36543177	5888	9760	9584	359.168	595.360	584.624	224	
36548133	5792	9424	9472	353.312	574.864	577.792	240	
36553088	5600	9120	9584	341.600	556.320	584.624	160	
36558045	5408	8880	9792	329.888	541.680	597.312	176	
36563001	5376	8832	10048	327.936	538.752	612.928	256	
36567957	5392	9024	10160	328.912	550.464	619.760	160	
36572913	5504	9376	10336	335.744	571.936	630.496	224	
36577870	5696	9760	10560	347.456	595.360	644.160	208	
36582826	5952	10144	10608	363.072	618.784	647.088	336	
36587782	6160	10560	10592	375.760	644.160	646.112	272	
36592739	6256	10832	10448	381.616	660.752	637.328	272	
36597696	6432	11040	10160	392.352	673.440	619.760	304	
36602652	6480	11072	9936	395.280	675.392	606.096	256	
36607610	6592	10880	9760	402.112	663.680	595.360	272	
36612567	6704	10496	9648	408.944	640.256	588.528	288	
36617522	6816	10208	9536	415.776	622.688	581.696	256	
36622479	6688	9824	9568	407.968	599.264	583.648	192	
36627435	6608	9504	9616	403.088	579.744	586.576	208	
36632392	6336	9216	9792	386.496	562.176	597.312	208	
36637349	6080	9072	9968	370.880	553.392	608.048	160	
36642305	5824	9024	10240	355.264	550.464	624.640	160	
36647262	5728	8880	10352	349.408	541.680	631.472	160	
36652219	5664	8816	10544	345.504	537.776	643.184	48	
36657177	5632	8720	10848	343.552	531.920	661.728	0	
36662133	5648	8848	10816	344.528	539.728	659.776	48	
36667088	5680	9024	10624	346.480	550.464	648.064	-48	
36672044	5728	9264	10320	349.408	565.104	629.520	64	
36677001	5904	9520	9984	360.144	580.720	609.024	0	
36681957	6032	9664	9664	367.952	589.504	589.504	16	
36686915	6096	9808	9360	371.856	598.288	570.960	-16	
36691868	6208	10000	8960	378.688	610.000	546.560	-32	
36696826	6336	10016	8656	386.496	610.976	528.016	32	
36701782	6384	9792	8528	389.424	597.312	520.208	-32	
36706739	6336	9312	8832	386.496	568.032	538.752	16	
36711694	6288	8784	9360	383.568	535.824	570.960	-48	
36716649	6256	8336	9776	381.616	508.496	596.336	0	
36721606	6512	8144	9984	397.232	496.784	609.024	0	
36726562	6592	8112	9968	402.112	494.832	608.048	80	
36731518	6640	8192	10064	405.040	499.712	613.904	160	
36736474	6592	8304	10128	402.112	506.544	617.808	192	
36741429	6448	8416	10304	393.328	513.376	628.544	208	
36746384	6272	8640	10304	382.592	527.040	628.544	320	
36751340	5920	8768	10096	361.120	534.848	615.856	352	
36756296	5696	8896	9744	347.456	542.656	594.384	416	
