Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
8774648	5360	752	-1088	326.960	45.872	-66.368	-7744	
8779602	3584	208	-624	218.624	12.688	-38.064	-8128	
8784558	1920	-368	-112	117.120	-22.448	-6.832	-8448	
8789514	512	-576	-240	31.232	-35.136	-14.640	-8544	
8794470	-192	-352	-1136	-11.712	-21.472	-69.296	-8752	
8799425	-352	224	-2304	-21.472	13.664	-140.544	-8784	
8804380	-128	1136	-3360	-7.808	69.296	-204.960	-8720	
8809336	448	2384	-4240	27.328	145.424	-258.640	-8720	
8814291	1840	3280	-5248	112.240	200.080	-320.128	-8576	
8819247	2160	5056	-5792	131.760	308.416	-353.312	-8384	
8824203	2608	7104	-6736	159.088	433.344	-410.896	-8176	
8829159	2816	8816	-7392	171.776	537.776	-450.912	-8032	
8834115	2256	10304	-7568	137.616	628.544	-461.648	-7808	
8839069	1040	10976	-7056	63.440	669.536	-430.416	-7440	
8844025	-1008	11232	-5984	-61.488	685.152	-365.024	-7232	
8848982	-3472	10928	-4720	-211.792	666.608	-287.920	-6896	
8853937	-6112	10224	-3136	-372.832	623.664	-191.296	-6672	
8858891	-8704	9008	-1520	-530.944	549.488	-92.720	-6288	
8863848	-10544	7920	-64	-643.184	483.120	-3.904	-5904	
8868804	-11472	6992	1072	-699.792	426.512	65.392	-5536	
8873757	-11248	6240	2464	-686.128	380.640	150.304	-5072	
8878715	-9904	6144	4112	-604.144	374.784	250.832	-4624	
8883671	-7552	6544	5616	-460.672	399.184	342.576	-4048	
8888627	-4544	7200	7024	-277.184	439.200	428.464	-3392	
8893583	-1216	7936	8192	-74.176	484.096	499.712	-2816	
8898540	2336	8832	9360	142.496	538.752	570.960	-2224	
8903496	5984	9808	10368	365.024	598.288	632.448	-1536	
8908452	9344	10784	11264	569.984	657.824	687.104	-1024	
8913409	12304	11584	12176	750.544	706.624	742.736	-448	
8918363	14848	12288	12944	905.728	749.568	789.584	-32	
8923318	16960	12896	13440	1034.560	786.656	819.840	400	
8928275	18432	13440	13536	1124.352	819.840	825.696	560	
8933232	19136	13872	13296	1167.296	846.192	811.056	768	
8938188	18640	14064	12672	1137.040	857.904	772.992	832	
8943145	16528	13968	12176	1008.208	852.048	742.736	816	
8948101	13440	13632	11664	819.840	831.552	711.504	640	
8953057	10208	13216	11120	622.688	806.176	678.320	464	
8958013	6960	12704	10640	424.560	774.944	649.040	176	
8962970	3840	11872	10304	234.240	724.192	628.544	-176	
8967926	816	10944	10128	49.776	667.584	617.808	-480	
8972882	-1936	9792	10128	-118.096	597.312	617.808	-720	
8977838	-4240	8512	10144	-258.640	519.232	618.784	-1040	
8982793	-5776	7232	10144	-352.336	441.152	618.784	-1344	
8987747	-6480	6144	10208	-395.280	374.784	622.688	-1440	
8992703	-5968	5408	10096	-364.048	329.888	615.856	-1648	
8997660	-4384	4784	10096	-267.424	291.824	615.856	-1632	
9002614	-2384	4592	10240	-145.424	280.112	624.640	-1664	
9007571	-384	4656	10592	-23.424	284.016	646.112	-1504	
9012526	1632	4992	10880	99.552	304.512	663.680	-1408	
9017482	3568	5760	11024	217.648	351.360	672.464	-1232	
9022437	5280	6592	10960	322.080	402.112	668.560	-992	
9027393	6704	7456	10816	408.944	454.816	659.776	-832	
9032350	7552	8240	10848	460.672	502.640	661.728	-704	
9037305	7856	8880	10912	479.216	541.680	665.632	-528	
9042262	7648	9360	10880	466.528	570.960	663.680	-432	
9047219	7040	9680	10848	429.440	590.480	661.728	-272	
9052174	6304	9808	10848	384.544	598.288	661.728	-320	
9057131	5520	9824	10848	336.720	599.264	661.728	-240	
9062086	4960	9744	10912	302.560	594.384	665.632	-240	
9067040	4352	9440	11024	265.472	575.840	672.464	-288	
9071998	3968	9120	11312	242.048	556.320	690.032	-208	
9076954	3760	8768	11648	229.360	534.848	710.528	-176	
9081910	3728	8304	11968	227.408	506.544	730.048	-160	
9086864	3888	7856	12096	237.168	479.216	737.856	-96	
9091820	4272	7584	12064	260.592	462.624	735.904	-96	
9096777	4560	7376	12000	278.160	449.936	732.000	-64	
9101730	5008	7296	11712	305.488	445.056	714.432	-80	
9106688	5360	7312	11520	326.960	446.032	702.720	192	
9111644	5648	7440	11296	344.528	453.840	689.056	160	
9116600	5872	7536	11232	358.192	459.696	685.152	144	
9121556	6000	7680	11216	366.000	468.480	684.176	304	
9126511	5984	7840	11456	365.024	478.240	698.816	304	
9131466	5952	8048	11616	363.072	490.928	708.576	336	
9136422	5936	8336	11680	362.096	508.496	712.480	464	
9141378	5856	8624	11680	357.216	526.064	712.480	480	
9146333	5744	8768	11840	350.384	534.848	722.240	576	
9151286	5632	8832	12112	343.552	538.752	738.832	576	
9156244	5520	8768	12416	336.720	534.848	757.376	672	
9161200	5488	8704	12544	334.768	530.944	765.184	656	
9166155	5536	8432	12496	337.696	514.352	762.256	592	
9171111	5616	8160	12576	342.576	497.760	767.136	720	
9176067	5760	7824	12448	351.360	477.264	759.328	704	
9181023	5920	7536	12352	361.120	459.696	753.472	752	
9185979	6112	7200	12128	372.832	439.200	739.808	688	
9190934	6080	6768	11920	370.880	412.848	727.120	800	
9195890	6048	6512	11680	368.928	397.232	712.480	752	
9200847	6096	6112	11424	371.856	372.832	696.864	784	
9205802	6208	5888	11360	378.688	359.168	692.960	864	
9210756	6496	5792	11280	396.256	353.312	688.080	848	
9215715	6784	5728	11360	413.824	349.408	692.960	832	
9220671	7088	5936	11600	432.368	362.096	707.600	912	
9225627	7296	6208	11872	445.056	378.688	724.192	912	
9230583	7536	6672	12064	459.696	406.992	735.904	1056	
9235540	7744	7264	12096	472.384	443.104	737.856	1056	
9240496	7776	7744	12000	474.336	472.384	732.000	1264	
9245451	7600	8128	11776	463.600	495.808	718.336	1200	
9250407	7296	8240	11392	445.056	502.640	694.912	1232	
9255362	7040	8304	10896	429.440	506.544	664.656	1296	
9260318	6624	8016	10256	404.064	488.976	625.616	1216	
9265275	6304	7744	9616	384.544	472.384	586.576	1168	
9270231	5920	7456	9136	361.120	454.816	557.296	1232	
9275186	5584	7040	8848	340.624	429.440	539.728	1168	
9280144	5360	6464	8784	326.960	394.304	535.824	1216	
9285099	5168	6016	8880	315.248	366.976	541.680	1072	
9290054	5104	5568	9056	311.344	339.648	552.416	1200	
9295009	5232	5328	9216	319.152	325.008	562.176	1104	
9299965	5472	5184	9328	333.792	316.224	569.008	1104	
9304921	5760	5056	9616	351.360	308.416	586.576	1216	
9309877	5872	4992	9904	358.192	304.512	604.144	1264	
9314833	6064	4848	10096	369.904	295.728	615.856	1328	
9319789	6288	4816	10048	383.568	293.776	612.928	1472	
9324744	6448	4832	9856	393.328	294.752	601.216	1568	
9329699	6464	4880	9504	394.304	297.680	579.744	1680	
9334655	6480	5024	9216	395.280	306.464	562.176	1744	
9339609	6368	5120	9040	388.448	312.320	551.440	1904	
9344564	6160	5216	8928	375.760	318.176	544.608	1968	
9349521	5856	5328	8864	357.216	325.008	540.704	2128	
9354477	5520	5520	8560	336.720	336.720	522.160	2128	
9359433	5280	5552	8144	322.080	338.672	496.784	2240	
9364389	5008	5376	7728	305.488	327.936	471.408	2272	
9369345	4544	5344	7600	277.184	325.984	463.600	2288	
9374301	4272	4944	7600	260.592	301.584	463.600	2336	
9379258	4400	3744	7888	268.400	228.384	481.168	2336	
9384214	4400	2544	8416	268.400	155.184	513.376	2400	
9389170	4608	1216	8864	281.088	74.176	540.704	2464	
9394126	4880	128	9312	297.680	7.808	568.032	2384	
9399082	5264	-656	9520	321.104	-40.016	580.720	2496	
9404038	5520	-1280	9520	336.720	-78.080	580.720	2560	
9408994	5952	-1520	9120	363.072	-92.720	556.320	2560	
9413950	6192	-1408	8576	377.712	-85.888	523.136	2704	
9418903	6464	-992	8320	394.304	-60.512	507.520	2736	
9423861	6400	-496	8272	390.400	-30.256	504.592	2864	
9428817	6288	192	8352	383.568	11.712	509.472	2896	
9433773	6288	1024	8624	383.568	62.464	526.064	2976	
9438729	6240	1664	8976	380.640	101.504	547.536	3072	
9443686	6320	2080	9200	385.520	126.880	561.200	2976	
9448642	6208	2304	9312	378.688	140.544	568.032	2992	
9453598	5936	2160	9600	362.096	131.760	585.600	2944	
9458555	5712	1680	9952	348.432	102.480	607.072	2928	
9463511	5360	800	10432	326.960	48.800	636.352	2896	
9468467	5008	-416	10784	305.488	-25.376	657.824	2816	
9473424	4944	-2016	10896	301.584	-122.976	664.656	2736	
9478379	4992	-3536	10800	304.512	-215.696	658.800	2592	
9483333	5136	-5072	10448	313.296	-309.392	637.328	2528	
9488290	5264	-6400	10160	321.104	-390.400	619.760	2512	
9493246	5376	-7584	9920	327.936	-462.624	605.120	2432	
9498202	5664	-8384	9632	345.504	-511.424	587.552	2416	
9503158	5888	-8656	9264	359.168	-528.016	565.104	2400	
9508114	6224	-8480	8800	379.664	-517.280	536.800	2416	
9513070	6576	-8160	8480	401.136	-497.760	517.280	2544	
9518025	6768	-7792	8592	412.848	-475.312	524.112	2544	
9522981	7120	-7376	8928	434.320	-449.936	544.608	2720	
9527937	7568	-6880	9232	461.648	-419.680	563.152	2768	
9532891	8112	-6384	9776	494.832	-389.424	596.336	2784	
9537850	8560	-6048	10400	522.160	-368.928	634.400	2816	
9542806	9008	-6096	11152	549.488	-371.856	680.272	2768	
9547761	9200	-6528	11920	561.200	-398.208	727.120	2800	
9552717	9552	-7040	12672	582.672	-429.440	772.992	2688	
9557674	9984	-7568	12928	609.024	-461.648	788.608	2800	
9562628	10448	-7760	12464	637.328	-473.360	760.304	2720	
9567586	10832	-7760	11456	660.752	-473.360	698.816	2592	
9572542	10736	-7792	10656	654.896	-475.312	650.016	2576	
9577499	10240	-8064	10192	624.640	-491.904	621.712	2480	
9582454	9472	-8640	10240	577.792	-527.040	624.640	2368	
9587411	8976	-8864	10272	547.536	-540.704	626.592	2176	
9592367	9008	-8848	10240	549.488	-539.728	624.640	2048	
9597323	9376	-8784	10096	571.936	-535.824	615.856	1968	
9602280	9808	-8720	9872	598.288	-531.920	602.192	1760	
9607236	10176	-8928	10016	620.736	-544.608	610.976	1632	
9612192	10464	-9088	10496	638.304	-554.368	640.256	1456	
9617149	10912	-9296	10768	665.632	-567.056	656.848	1344	
9622105	11584	-9376	10944	706.624	-571.936	667.584	1152	
9627059	12240	-9760	11072	746.640	-595.360	675.392	1008	
9632017	12752	-10032	11200	777.872	-611.952	683.200	848	
9636974	12992	-10400	11264	792.512	-634.400	687.104	720	
9641930	12992	-10896	11408	792.512	-664.656	695.888	576	
9646885	12512	-11552	11456	763.232	-704.672	698.816	416	
9651842	11968	-11904	11312	730.048	-726.144	690.032	272	
9656798	11280	-12080	10944	688.080	-736.880	667.584	240	
9661754	10624	-12320	10528	648.064	-751.520	642.208	128	
9666709	9936	-12832	9984	606.096	-782.752	609.024	16	
9671667	9472	-13360	9520	577.792	-814.960	580.720	-16	
9676623	9280	-13712	9152	566.080	-836.432	558.272	-112	
9681580	9152	-14128	9088	558.272	-861.808	554.368	-80	
9686536	9264	-14432	9152	565.104	-880.352	558.272	-144	
9691492	9856	-14624	9328	601.216	-892.064	569.008	-112	
9696448	10464	-14560	9664	638.304	-888.160	589.504	-96	
9701405	11328	-14368	9920	691.008	-876.448	605.120	-80	
9706362	12432	-14256	10112	758.352	-869.616	616.832	64	
9711316	13312	-14112	10160	812.032	-860.832	619.760	64	
9716275	14080	-14080	10144	858.880	-858.880	618.784	144	
9721231	14656	-13984	9984	894.016	-853.024	609.024	144	
9726187	14928	-13904	9792	910.608	-848.144	597.312	192	
9731144	14960	-13744	9616	912.560	-838.384	586.576	256	
9736101	14528	-13872	9456	886.208	-846.192	576.816	256	
9741056	13696	-14240	9504	835.456	-868.640	579.744	304	
9746012	13024	-14544	9440	794.464	-887.184	575.840	336	
9750968	12416	-14800	9280	757.376	-902.800	566.080	336	
9755924	11840	-15120	8848	722.240	-922.320	539.728	352	
9760880	11408	-15616	8320	695.888	-952.576	507.520	336	
9765836	11104	-15968	7936	677.344	-974.048	484.096	352	
9770790	11008	-16256	7680	671.488	-991.616	468.480	384	
9775748	11280	-16416	7376	688.080	-1001.376	449.936	368	
9780704	11584	-16336	7088	706.624	-996.496	432.368	384	
9785661	11872	-16112	6848	724.192	-982.832	417.728	384	
9790616	12224	-15440	6560	745.664	-941.840	400.160	416	
9795573	12608	-14928	6368	769.088	-910.608	388.448	368	
9800529	12976	-14528	6144	791.536	-886.208	374.784	320	
9805485	13168	-14240	6208	803.248	-868.640	378.688	352	
9810441	13152	-14128	6256	802.272	-861.808	381.616	304	
9815398	12928	-13920	6256	788.608	-849.120	381.616	240	
9820354	12640	-13920	6208	771.040	-849.120	378.688	192	
9825310	12224	-14256	6112	745.664	-869.616	372.832	80	
9830266	11456	-14960	5952	698.816	-912.560	363.072	16	
9835220	10768	-15760	5888	656.848	-961.360	359.168	-96	
9840178	10096	-16464	5792	615.856	-1004.304	353.312	-208	
9845133	9600	-16752	5648	585.600	-1021.872	344.528	-304	
9850088	9184	-16800	5168	560.224	-1024.800	315.248	-352	
9855044	8864	-16800	4736	540.704	-1024.800	288.896	-464	
9860000	8672	-16768	4256	528.992	-1022.848	259.616	-512	
9864956	8528	-16656	4000	520.208	-1016.016	244.000	-544	
9869911	8576	-16656	3888	523.136	-1016.016	237.168	-560	
9874868	8784	-16608	3856	535.824	-1013.088	235.216	-624	
9879824	9024	-16320	3840	550.464	-995.520	234.240	-640	
9884779	9472	-15920	3760	577.792	-971.120	229.360	-640	
9889735	9808	-15712	3760	598.288	-958.432	229.360	-544	
9894691	10016	-15600	3840	610.976	-951.600	234.240	-608	
9899647	10176	-15632	3888	620.736	-953.552	237.168	-656	
9904604	10224	-15632	3792	623.664	-953.552	231.312	-624	
9909560	10016	-15888	3744	610.976	-969.168	228.384	-704	
9914516	9664	-16016	3648	589.504	-976.976	222.528	-848	
9919472	9168	-16192	3520	559.248	-987.712	214.720	-896	
9924427	8688	-16352	3408	529.968	-997.472	207.888	-1008	
9929382	8128	-16416	3216	495.808	-1001.376	196.176	-1200	
9934337	7792	-16496	3200	475.312	-1006.256	195.200	-1312	
9939293	7552	-16480	3216	460.672	-1005.280	196.176	-1472	
9944249	7248	-16400	3120	442.128	-1000.400	190.320	-1664	
9949205	7152	-16224	3088	436.272	-989.664	188.368	-1744	
9954161	6928	-16048	2960	422.608	-978.928	180.560	-1920	
9959117	6816	-15840	2912	415.776	-966.240	177.632	-2000	
9964073	6672	-15808	2864	406.992	-964.288	174.704	-2096	
9969028	6656	-15824	2864	406.016	-965.264	174.704	-2208	
9973984	6656	-16192	2848	406.016	-987.712	173.728	-2272	
9978940	6736	-16352	2816	410.896	-997.472	171.776	-2336	
9983895	6992	-16432	2704	426.512	-1002.352	164.944	-2432	
9988852	7136	-16160	2704	435.296	-985.760	164.944	-2416	
9993807	7456	-15904	2544	454.816	-970.144	155.184	-2384	
9998763	7696	-15696	2336	469.456	-957.456	142.496	-2416	
10003720	7952	-15440	2096	485.072	-941.840	127.856	-2496	
10008675	7984	-15312	1968	487.024	-934.032	120.048	-2512	
10013631	7936	-15376	1824	484.096	-937.936	111.264	-2496	
10018586	7856	-15440	1680	479.216	-941.840	102.480	-2560	
10023539	7792	-15664	1408	475.312	-955.504	85.888	-2656	
10028497	7616	-15776	1136	464.576	-962.336	69.296	-2768	
10033454	7360	-15968	896	448.960	-974.048	54.656	-2864	
10038410	7056	-16016	688	430.416	-976.976	41.968	-2928	
10043366	6784	-15936	656	413.824	-972.096	40.016	-2944	
10048322	6480	-15936	624	395.280	-972.096	38.064	-3024	
10053277	6304	-15888	656	384.544	-969.168	40.016	-3136	
10058233	6176	-15792	768	376.736	-963.312	46.848	-3088	
10063188	6048	-15888	784	368.928	-969.168	47.824	-3072	
10068143	5968	-16016	864	364.048	-976.976	52.704	-3072	
10073096	5920	-16048	832	361.120	-978.928	50.752	-3008	
10078055	5840	-16240	864	356.240	-990.640	52.704	-2960	
10083011	5776	-16368	896	352.336	-998.448	54.656	-2992	
10087967	5840	-16448	880	356.240	-1003.328	53.680	-2896	
10092923	6016	-16384	752	366.976	-999.424	45.872	-2864	
10097880	6096	-16144	720	371.856	-984.784	43.920	-2800	
10102836	6208	-15888	592	378.688	-969.168	36.112	-2720	
10107792	6336	-15728	432	386.496	-959.408	26.352	-2656	
10112749	6400	-15584	288	390.400	-950.624	17.568	-2608	
10117705	6336	-15552	144	386.496	-948.672	8.784	-2640	
10122660	6384	-15520	16	389.424	-946.720	0.976	-2560	
10127617	6352	-15632	-64	387.472	-953.552	-3.904	-2544	
10132572	6304	-15712	-192	384.544	-958.432	-11.712	-2496	
10137528	6272	-15712	-272	382.592	-958.432	-16.592	-2496	
10142484	6192	-15824	-272	377.712	-965.264	-16.592	-2480	
10147440	6160	-15824	-208	375.760	-965.264	-12.688	-2448	
10152395	5984	-15776	-304	365.024	-962.336	-18.544	-2448	
10157350	5824	-15744	-272	355.264	-960.384	-16.592	-2448	
10162306	5632	-15776	-288	343.552	-962.336	-17.568	-2384	
10167262	5488	-16016	-224	334.768	-976.976	-13.664	-2336	
10172218	5472	-16256	-208	333.792	-991.616	-12.688	-2288	
10177174	5552	-16256	-208	338.672	-991.616	-12.688	-2288	
10182130	5552	-16144	-192	338.672	-984.784	-11.712	-2240	
10187084	5632	-16016	-160	343.552	-976.976	-9.760	-2192	
10192043	5760	-15808	-240	351.360	-964.288	-14.640	-2080	
10196998	5920	-15520	-384	361.120	-946.720	-23.424	-2080	
10201953	6080	-15248	-512	370.880	-930.128	-31.232	-2064	
10206908	6016	-15008	-576	366.976	-915.488	-35.136	-1984	
10211866	6016	-14928	-624	366.976	-910.608	-38.064	-2000	
10216822	5952	-15136	-784	363.072	-923.296	-47.824	-1952	
10221779	5872	-15296	-848	358.192	-933.056	-51.728	-2016	
10226732	5696	-15632	-832	347.456	-953.552	-50.752	-1920	
10231690	5552	-15888	-864	338.672	-969.168	-52.704	-1872	
10236645	5584	-16192	-848	340.624	-987.712	-51.728	-1808	
10241600	5600	-16272	-800	341.600	-992.592	-48.800	-1760	
10246556	5664	-16288	-848	345.504	-993.568	-51.728	-1680	
10251513	5664	-16304	-800	345.504	-994.544	-48.800	-1648	
10256470	5632	-16288	-832	343.552	-993.568	-50.752	-1568	
10261426	5632	-16240	-784	343.552	-990.640	-47.824	-1488	
10266383	5776	-16080	-800	352.336	-980.880	-48.800	-1376	
10271339	5888	-16032	-704	359.168	-977.952	-42.944	-1296	
10276295	6032	-15856	-656	367.952	-967.216	-40.016	-1200	
10281251	6128	-15936	-704	373.808	-972.096	-42.944	-1184	
10286206	6192	-16032	-640	377.712	-977.952	-39.040	-1040	
10291161	6144	-16112	-672	374.784	-982.832	-40.992	-992	
10296119	6080	-16112	-624	370.880	-982.832	-38.064	-960	
10301075	5920	-16080	-688	361.120	-980.880	-41.968	-880	
10306030	5776	-16112	-720	352.336	-982.832	-43.920	-864	
10310986	5696	-16064	-784	347.456	-979.904	-47.824	-768	
10315941	5616	-16016	-864	342.576	-976.976	-52.704	-768	
10320896	5680	-15952	-880	346.480	-973.072	-53.680	-768	
10325851	5888	-15872	-1024	359.168	-968.192	-62.464	-720	
10330807	6032	-15824	-1104	367.952	-965.264	-67.344	-688	
10335762	6112	-15952	-1120	372.832	-973.072	-68.320	-720	
10340718	6192	-15920	-1088	377.712	-971.120	-66.368	-560	
10345675	6208	-15936	-1056	378.688	-972.096	-64.416	-544	
10350630	6144	-16048	-992	374.784	-978.928	-60.512	-496	
10355586	6128	-16208	-928	373.808	-988.688	-56.608	-416	
10360543	6208	-16288	-784	378.688	-993.568	-47.824	-320	
10365499	6192	-16240	-752	377.712	-990.640	-45.872	-368	
10370455	6304	-16080	-704	384.544	-980.880	-42.944	-208	
10375410	6272	-15920	-736	382.592	-971.120	-44.896	-176	
10380367	6080	-15840	-816	370.880	-966.240	-49.776	-64	
10385322	5920	-15696	-912	361.120	-957.456	-55.632	-64	
10390277	5824	-15568	-1040	355.264	-949.648	-63.440	16	
10395234	5824	-15440	-1168	355.264	-941.840	-71.248	80	
10400190	5824	-15440	-1184	355.264	-941.840	-72.224	48	
10405146	5904	-15408	-1232	360.144	-939.888	-75.152	48	
10410102	5920	-15552	-1216	361.120	-948.672	-74.176	144	
10415059	5888	-15648	-1200	359.168	-954.528	-73.200	192	
10420014	5872	-15728	-1232	358.192	-959.408	-75.152	240	
10424969	5936	-15824	-1248	362.096	-965.264	-76.128	288	
10429927	5904	-15760	-1264	360.144	-961.360	-77.104	320	
10434882	6000	-15600	-1248	366.000	-951.600	-76.128	352	
10439837	6016	-15488	-1248	366.976	-944.768	-76.128	432	
10444792	6080	-15440	-1296	370.880	-941.840	-79.056	464	
10449749	6096	-15616	-1232	371.856	-952.576	-75.152	544	
10454705	6096	-15632	-1184	371.856	-953.552	-72.224	624	
10459661	6064	-15616	-1040	369.904	-952.576	-63.440	720	
10464617	6048	-15504	-1040	368.928	-945.744	-63.440	720	
10469573	5952	-15520	-1056	363.072	-946.720	-64.416	848	
10474527	5888	-15344	-976	359.168	-935.984	-59.536	896	
10479486	5712	-15376	-976	348.432	-937.936	-59.536	896	
10484441	5776	-15296	-992	352.336	-933.056	-60.512	928	
10489397	5728	-15296	-1040	349.408	-933.056	-63.440	1008	
10494353	5776	-15296	-1104	352.336	-933.056	-67.344	960	
10499309	5760	-15344	-1216	351.360	-935.984	-74.176	960	
10504266	5792	-15360	-1296	353.312	-936.960	-79.056	960	
10509222	5760	-15376	-1296	351.360	-937.936	-79.056	976	
10514178	5696	-15376	-1280	347.456	-937.936	-78.080	976	
10519135	5760	-15312	-1264	351.360	-934.032	-77.104	944	
10524091	5856	-15360	-1392	357.216	-936.960	-84.912	1024	
10529048	5952	-15440	-1280	363.072	-941.840	-78.080	1072	
10534003	5952	-15392	-1312	363.072	-938.912	-80.032	1040	
10538957	6096	-15344	-1248	371.856	-935.984	-76.128	1088	
10543916	6112	-15328	-1296	372.832	-935.008	-79.056	1072	
10548871	6144	-15312	-1232	374.784	-934.032	-75.152	1072	
10553828	6192	-15376	-1248	377.712	-937.936	-76.128	1120	
10558781	6208	-15536	-1184	378.688	-947.696	-72.224	1088	
10563740	6240	-15520	-1136	380.640	-946.720	-69.296	1104	
10568697	6224	-15408	-1120	379.664	-939.888	-68.320	1120	
10573652	6144	-15184	-1136	374.784	-926.224	-69.296	1104	
10578607	6224	-14960	-1152	379.664	-912.560	-70.272	1136	
10583565	6144	-14864	-1120	374.784	-906.704	-68.320	1120	
10588522	6064	-14816	-1120	369.904	-903.776	-68.320	1088	
10593478	6096	-15008	-1152	371.856	-915.488	-70.272	1104	
10598434	6048	-15216	-1232	368.928	-928.176	-75.152	1120	
10603390	6080	-15504	-1328	370.880	-945.744	-81.008	1104	
10608346	6016	-15648	-1344	366.976	-954.528	-81.984	1136	
10613302	5952	-15648	-1344	363.072	-954.528	-81.984	1088	
10618257	6016	-15616	-1408	366.976	-952.576	-85.888	1024	
10623213	6080	-15440	-1440	370.880	-941.840	-87.840	1152	
10628169	6176	-15216	-1472	376.736	-928.176	-89.792	1104	
10633126	6320	-15120	-1488	385.520	-922.320	-90.768	1120	
10638081	6336	-15072	-1456	386.496	-919.392	-88.816	1168	
10643036	6400	-15200	-1296	390.400	-927.200	-79.056	1216	
10647995	6528	-15328	-1168	398.208	-935.008	-71.248	1136	
10652950	6592	-15536	-1104	402.112	-947.696	-67.344	1168	
10657907	6544	-15632	-1056	399.184	-953.552	-64.416	1152	
10662861	6560	-15584	-944	400.160	-950.624	-57.584	1168	
10667819	6544	-15328	-896	399.184	-935.008	-54.656	1216	
10672775	6528	-15200	-864	398.208	-927.200	-52.704	1184	
10677731	6464	-14896	-880	394.304	-908.656	-53.680	1200	
10682687	6384	-14784	-912	389.424	-901.824	-55.632	1232	
10687644	6240	-14736	-912	380.640	-898.896	-55.632	1248	
10692601	6208	-14752	-1024	378.688	-899.872	-62.464	1216	
10697557	6112	-14864	-1120	372.832	-906.704	-68.320	1216	
10702512	6032	-15008	-1216	367.952	-915.488	-74.176	1168	
10707469	6000	-15120	-1328	366.000	-922.320	-81.008	1200	
10712425	5984	-15200	-1504	365.024	-927.200	-91.744	1152	
10717381	6032	-15120	-1568	367.952	-922.320	-95.648	1136	
10722336	6096	-15056	-1520	371.856	-918.416	-92.720	1152	
10727292	6176	-15088	-1472	376.736	-920.368	-89.792	1152	
10732247	6256	-15104	-1312	381.616	-921.344	-80.032	1168	
10737204	6336	-15216	-1200	386.496	-928.176	-73.200	1200	
10742159	6368	-15472	-976	388.448	-943.792	-59.536	1280	
10747115	6432	-15520	-896	392.352	-946.720	-54.656	1264	
10752072	6384	-15248	-832	389.424	-930.128	-50.752	1248	
10757027	6416	-14992	-864	391.376	-914.512	-52.704	1376	
10761982	6496	-14816	-800	396.256	-903.776	-48.800	1328	
10766937	6496	-14560	-800	396.256	-888.160	-48.800	1424	
10771893	6464	-14448	-752	394.304	-881.328	-45.872	1424	
10776847	6272	-14416	-784	382.592	-879.376	-47.824	1456	
10781806	6272	-14576	-880	382.592	-889.136	-53.680	1392	
10786761	6112	-14816	-1040	372.832	-903.776	-63.440	1408	
10791718	5904	-15056	-1184	360.144	-918.416	-72.224	1328	
10796673	5904	-15344	-1248	360.144	-935.984	-76.128	1344	
10801629	5760	-15440	-1296	351.360	-941.840	-79.056	1312	
10806584	5872	-15472	-1296	358.192	-943.792	-79.056	1328	
10811541	5872	-15376	-1232	358.192	-937.936	-75.152	1280	
10816497	5936	-15328	-1152	362.096	-935.008	-70.272	1328	
10821453	6096	-15328	-1024	371.856	-935.008	-62.464	1280	
10826408	6240	-15200	-896	380.640	-927.200	-54.656	1312	
10831364	6368	-15024	-784	388.448	-916.464	-47.824	1376	
10836320	6528	-14992	-720	398.208	-914.512	-43.920	1440	
10841276	6592	-15216	-640	402.112	-928.176	-39.040	1456	
10846230	6544	-15248	-448	399.184	-930.128	-27.328	1456	
10851185	6608	-15024	-368	403.088	-916.464	-22.448	1472	
10856140	6512	-14784	-320	397.232	-901.824	-19.520	1488	
10861095	6464	-14544	-368	394.304	-887.184	-22.448	1408	
10866052	6304	-14400	-448	384.544	-878.400	-27.328	1344	
10871007	6224	-14400	-480	379.664	-878.400	-29.280	1328	
10875964	6112	-14672	-672	372.832	-894.992	-40.992	1312	
10880919	6016	-14960	-896	366.976	-912.560	-54.656	1184	
10885874	6064	-15248	-1152	369.904	-930.128	-70.272	1088	
10890829	6112	-15408	-1360	372.832	-939.888	-82.960	1120	
10895787	6144	-15504	-1392	374.784	-945.744	-84.912	1056	
10900743	6304	-15504	-1504	384.544	-945.744	-91.744	960	
10905698	6512	-15360	-1488	397.232	-936.960	-90.768	992	
10910651	6752	-15216	-1360	411.872	-928.176	-82.960	1024	
10915610	6912	-15152	-1200	421.632	-924.272	-73.200	1024	
10920566	7200	-15088	-1008	439.200	-920.368	-61.488	1008	
10925521	7296	-15232	-784	445.056	-929.152	-47.824	1104	
10930476	7456	-15344	-592	454.816	-935.984	-36.112	1136	
10935431	7440	-15408	-464	453.840	-939.888	-28.304	1184	
10940387	7440	-15344	-320	453.840	-935.984	-19.520	1184	
10945342	7344	-15232	-288	447.984	-929.152	-17.568	1200	
10950298	7264	-15072	-272	443.104	-919.392	-16.592	1200	
10955252	7104	-14816	-336	433.344	-903.776	-20.496	1184	
10960210	6960	-14656	-448	424.560	-894.016	-27.328	1040	
10965166	6960	-14592	-560	424.560	-890.112	-34.160	1008	
10970122	6816	-14544	-640	415.776	-887.184	-39.040	864	
10975078	6736	-14640	-720	410.896	-893.040	-43.920	800	
10980033	6592	-14704	-768	402.112	-896.944	-46.848	608	
10984989	6464	-14880	-736	394.304	-907.680	-44.896	560	
