Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
7568902	1040	-3101	2389	253.760	-756.644	582.916	-58	402	-196	-4.060	28.140	-13.720	35	25.137	-0.150630	-0.488575	0.714725	0.477036	
7578258	912	-3172	2329	222.528	-773.968	568.276	-182	473	-232	-12.740	33.110	-16.240	49	25.191	-0.151351	-0.486928	0.714134	0.479372	
7587614	794	-3347	2269	193.736	-816.668	553.636	-253	514	-262	-17.710	35.980	-18.340	49	25.191	-0.152915	-0.485676	0.713052	0.481750	
7596969	721	-3514	2178	175.924	-857.416	531.432	-248	517	-274	-17.360	36.190	-19.180	42	25.164	-0.155132	-0.484770	0.711625	0.484057	
7606324	650	-3646	2076	158.600	-889.624	506.544	-189	493	-271	-13.230	34.510	-18.970	42	25.164	-0.157602	-0.484059	0.710092	0.486218	
7615679	600	-3727	1990	146.400	-909.388	485.560	-88	438	-264	-6.160	30.660	-18.480	42	25.164	-0.160075	-0.483371	0.708670	0.488166	
7625034	543	-3790	1944	132.492	-924.760	474.336	14	367	-259	0.980	25.690	-18.130	42	25.164	-0.162237	-0.482574	0.707528	0.489894	
7634389	556	-3787	1879	135.664	-924.028	458.476	111	294	-258	7.770	20.580	-18.060	49	25.191	-0.163994	-0.481633	0.706721	0.491397	
7643745	566	-3734	1853	138.104	-911.096	452.132	182	237	-252	12.740	16.590	-17.640	49	25.191	-0.165199	-0.480628	0.706179	0.492756	
7653101	560	-3688	1831	136.640	-899.872	446.764	216	188	-239	15.120	13.160	-16.730	37	25.145	-0.165961	-0.479520	0.705875	0.494013	
7662456	557	-3664	1821	135.908	-894.016	444.324	219	152	-230	15.330	10.640	-16.100	37	25.145	-0.166465	-0.478415	0.705735	0.495114	
7671812	532	-3649	1755	129.808	-890.356	428.220	219	127	-233	15.330	8.890	-16.310	41	25.160	-0.166841	-0.477404	0.705652	0.496081	
7681167	514	-3742	1652	125.416	-913.048	403.088	211	113	-238	14.770	7.910	-16.660	41	25.160	-0.167192	-0.476556	0.705544	0.496930	
7690522	458	-3933	1658	111.752	-959.652	404.552	195	114	-224	13.650	7.980	-15.680	31	25.121	-0.167655	-0.476009	0.705310	0.497629	
7699877	474	-4051	1695	115.656	-988.444	413.580	202	113	-191	14.140	7.910	-13.370	31	25.121	-0.168394	-0.475573	0.705065	0.498144	
7709232	532	-4079	1710	129.808	-995.276	417.240	199	120	-162	13.930	8.400	-11.340	46	25.180	-0.169197	-0.475107	0.704916	0.498528	
7718587	560	-4007	1704	136.640	-977.708	415.776	183	131	-142	12.810	9.170	-9.940	46	25.180	-0.170014	-0.474650	0.704791	0.498861	
7727942	515	-3837	1673	125.660	-936.228	408.212	156	137	-129	10.920	9.590	-9.030	48	25.188	-0.170888	-0.474205	0.704654	0.499179	
7737297	417	-3670	1641	101.748	-895.480	400.404	120	143	-112	8.400	10.010	-7.840	48	25.188	-0.171894	-0.473756	0.704519	0.499451	
7746652	312	-3608	1620	76.128	-880.352	395.280	73	153	-93	5.110	10.710	-6.510	44	25.172	-0.173164	-0.473285	0.704416	0.499605	
7756007	248	-3610	1599	60.512	-880.840	390.156	28	157	-83	1.960	10.990	-5.810	44	25.172	-0.174813	-0.472855	0.704305	0.499593	
7765363	238	-3622	1556	58.072	-883.768	379.664	12	139	-71	0.840	9.730	-4.970	51	25.199	-0.176741	-0.472563	0.704123	0.499448	
7774719	208	-3658	1521	50.752	-892.552	371.124	-1	109	-54	-0.070	7.630	-3.780	51	25.199	-0.178704	-0.472445	0.703910	0.499161	
7784074	205	-3630	1486	50.020	-885.720	362.584	3	59	-42	0.210	4.130	-2.940	43	25.168	-0.180699	-0.472499	0.703718	0.498662	
7793429	210	-3576	1495	51.240	-872.544	364.780	33	7	-21	2.310	0.490	-1.470	43	25.168	-0.182504	-0.472700	0.703598	0.497983	
7802784	196	-3589	1522	47.824	-875.716	371.368	41	-37	-9	2.870	-2.590	-0.630	43	25.168	-0.184001	-0.472855	0.703689	0.497156	
7812139	226	-3624	1501	55.144	-884.256	366.244	57	-82	-7	3.990	-5.740	-0.490	43	25.168	-0.185313	-0.473034	0.703909	0.496187	
7821493	210	-3694	1541	51.240	-901.336	376.004	68	-121	3	4.760	-8.470	0.210	45	25.176	-0.186358	-0.473358	0.704168	0.495118	
7830850	226	-3731	1571	55.144	-910.364	383.324	87	-166	29	6.090	-11.620	2.030	45	25.176	-0.187246	-0.473694	0.704549	0.493917	
7840206	239	-3737	1630	58.316	-911.828	397.720	104	-202	45	7.280	-14.140	3.150	35	25.137	-0.187911	-0.474038	0.705102	0.492544	
7849561	268	-3672	1666	65.392	-895.968	406.504	113	-240	37	7.910	-16.800	2.590	35	25.137	-0.188338	-0.474313	0.705818	0.491088	
7858916	310	-3602	1682	75.640	-878.888	410.408	105	-264	23	7.350	-18.480	1.610	49	25.191	-0.188438	-0.474588	0.706603	0.489653	
7868272	298	-3594	1721	72.712	-876.936	419.924	82	-273	32	5.740	-19.110	2.240	49	25.191	-0.188291	-0.474938	0.707354	0.488283	
7877626	319	-3628	1764	77.836	-885.232	430.416	51	-277	45	3.570	-19.390	3.150	48	25.188	-0.188170	-0.475311	0.708122	0.486852	
7886983	346	-3651	1813	84.424	-890.844	442.372	30	-275	45	2.100	-19.250	3.150	48	25.188	-0.188088	-0.475775	0.708853	0.485364	
7896339	379	-3670	1850	92.476	-895.480	451.400	11	-273	41	0.770	-19.110	2.870	50	25.195	-0.187987	-0.476274	0.709537	0.483913	
7905694	431	-3673	1875	105.164	-896.212	457.500	-11	-273	51	-0.770	-19.110	3.570	50	25.195	-0.187849	-0.476826	0.710156	0.482513	
7915048	435	-3742	1932	106.140	-913.048	471.408	-32	-263	76	-2.240	-18.410	5.320	46	25.180	-0.187680	-0.477457	0.710724	0.481116	
7924403	377	-3887	1977	91.988	-948.428	482.388	-50	-249	89	-3.500	-17.430	6.230	46	25.180	-0.187655	-0.478074	0.711315	0.479638	
7933758	358	-3983	1959	87.352	-971.852	477.996	-25	-254	92	-1.750	-17.780	6.440	36	25.141	-0.187898	-0.478685	0.711906	0.478053	
7943113	335	-4039	1955	81.740	-985.516	477.020	8	-258	102	0.560	-18.060	7.140	36	25.141	-0.188132	-0.479275	0.712546	0.476415	
7952469	364	-3980	1978	88.816	-971.120	482.632	51	-268	130	3.570	-18.760	9.100	48	25.188	-0.188335	-0.479748	0.713300	0.474726	
7961824	422	-3817	2004	102.968	-931.348	488.976	89	-281	154	6.230	-19.670	10.780	48	25.188	-0.188350	-0.479995	0.714270	0.473010	
7971179	471	-3628	2022	114.924	-885.232	493.368	97	-282	158	6.790	-19.740	11.060	41	25.160	-0.188065	-0.479997	0.715451	0.471334	
7980534	488	-3527	2052	119.072	-860.588	500.688	68	-264	157	4.760	-18.480	10.990	41	25.160	-0.187554	-0.479848	0.716703	0.469784	
7989889	499	-3563	2074	121.756	-869.372	506.056	18	-239	163	1.260	-16.730	11.410	45	25.176	-0.187070	-0.479667	0.717896	0.468338	
7999244	520	-3688	2095	126.880	-899.872	511.180	-16	-214	171	-1.120	-14.980	11.970	45	25.176	-0.186817	-0.479627	0.718929	0.466892	
8008599	549	-3800	2094	133.956	-927.200	510.936	-18	-201	170	-1.260	-14.070	11.900	42	25.164	-0.186793	-0.479736	0.719814	0.465425	
8017954	550	-3801	2069	134.200	-927.444	504.836	11	-199	159	0.770	-13.930	11.130	42	25.164	-0.186829	-0.479927	0.720611	0.463978	
8027309	541	-3701	2058	132.004	-903.044	502.152	54	-207	155	3.780	-14.490	10.850	48	25.188	-0.186769	-0.480046	0.721430	0.462604	
8036664	525	-3595	2045	128.100	-877.180	498.980	77	-208	157	5.390	-14.560	10.990	48	25.188	-0.186505	-0.479956	0.722391	0.461303	
8046018	529	-3538	2045	129.076	-863.272	498.980	71	-198	147	4.970	-13.860	10.290	48	25.188	-0.186145	-0.479707	0.723451	0.460043	
8055375	547	-3537	2039	133.468	-863.028	497.516	48	-187	134	3.360	-13.090	9.380	48	25.188	-0.185764	-0.479436	0.724469	0.458877	
8064731	562	-3549	1991	137.128	-865.956	485.804	29	-185	124	2.030	-12.950	8.680	48	25.188	-0.185419	-0.479276	0.725353	0.457786	
8074086	553	-3578	1988	134.932	-873.032	485.072	21	-186	114	1.470	-13.020	7.980	48	25.188	-0.185112	-0.479302	0.726096	0.456704	
8083441	573	-3580	1977	139.812	-873.520	482.388	25	-190	96	1.750	-13.300	6.720	35	25.137	-0.184823	-0.479396	0.726781	0.455632	
8092797	628	-3572	2005	153.232	-871.568	489.220	40	-192	82	2.800	-13.440	5.740	35	25.137	-0.184428	-0.479540	0.727407	0.454640	
8102151	692	-3607	2036	168.848	-880.108	496.784	49	-182	71	3.430	-12.740	4.970	37	25.145	-0.183828	-0.479640	0.728026	0.453786	
8111506	740	-3656	2052	180.560	-892.064	500.688	47	-167	52	3.290	-11.690	3.640	37	25.145	-0.183112	-0.479721	0.728598	0.453071	
8120862	754	-3685	2058	183.976	-899.140	502.152	54	-158	43	3.780	-11.060	3.010	41	25.160	-0.182357	-0.479843	0.729062	0.452500	
8130217	717	-3718	2042	174.948	-907.192	498.248	55	-141	44	3.850	-9.870	3.080	41	25.160	-0.181596	-0.479945	0.729497	0.451996	
8139572	685	-3747	2026	167.140	-914.268	494.344	52	-125	40	3.640	-8.750	2.800	43	25.168	-0.181002	-0.480017	0.729920	0.451476	
8148927	681	-3724	1998	166.164	-908.656	487.512	55	-119	33	3.850	-8.330	2.310	43	25.168	-0.180555	-0.480084	0.730304	0.450961	
8158282	679	-3683	1997	165.676	-898.652	487.268	49	-111	28	3.430	-7.770	1.960	50	25.195	-0.180117	-0.480157	0.730658	0.450486	
8167637	687	-3665	2004	167.628	-894.260	488.976	36	-102	25	2.520	-7.140	1.750	50	25.195	-0.179694	-0.480211	0.730987	0.450062	
8176993	681	-3666	2020	166.164	-894.504	492.880	22	-94	22	1.540	-6.580	1.540	47	25.184	-0.179305	-0.480282	0.731271	0.449680	
8186349	694	-3659	2036	169.336	-892.796	496.784	20	-94	22	1.400	-6.580	1.540	47	25.184	-0.178980	-0.480365	0.731517	0.449320	
8195704	698	-3662	2069	170.312	-893.528	504.836	33	-88	22	2.310	-6.160	1.540	42	25.164	-0.178626	-0.480437	0.731765	0.448981	
8205060	689	-3727	2079	168.116	-909.388	507.276	51	-80	22	3.570	-5.600	1.540	42	25.164	-0.178242	-0.480395	0.732065	0.448689	
8214415	653	-3768	2092	159.332	-919.392	510.448	85	-80	24	5.950	-5.600	1.680	45	25.176	-0.177898	-0.480285	0.732397	0.448402	
8223770	616	-3749	2083	150.304	-914.756	508.252	125	-81	31	8.750	-5.670	2.170	45	25.176	-0.177552	-0.480017	0.732843	0.448097	
8233125	546	-3712	2091	133.224	-905.728	510.204	146	-71	33	10.220	-4.970	2.310	36	25.141	-0.177177	-0.479559	0.733435	0.447768	
8242481	501	-3680	2076	122.244	-897.920	506.544	155	-63	32	10.850	-4.410	2.240	36	25.141	-0.176887	-0.478902	0.734137	0.447435	
8251837	481	-3652	2085	117.364	-891.088	508.740	150	-53	28	10.500	-3.710	1.960	49	25.191	-0.176672	-0.478164	0.734872	0.447101	
8261192	485	-3603	2100	118.340	-879.132	512.400	141	-41	22	9.870	-2.870	1.540	49	25.191	-0.176512	-0.477390	0.735594	0.446804	
8270547	459	-3598	2119	111.996	-877.912	517.036	128	-22	14	8.960	-1.540	0.980	44	25.172	-0.176363	-0.476585	0.736283	0.446588	
8279903	398	-3657	2158	97.112	-892.308	526.552	112	-9	14	7.840	-0.630	0.980	44	25.172	-0.176333	-0.475755	0.736921	0.446432	
8289259	324	-3723	2221	79.056	-908.412	541.924	117	-1	28	8.190	-0.070	1.960	46	25.180	-0.176510	-0.474912	0.737541	0.446236	
8298614	237	-3778	2280	57.828	-921.832	556.320	145	8	47	10.150	0.560	3.290	46	25.180	-0.176860	-0.473929	0.738261	0.445952	
8307969	155	-3800	2334	37.820	-927.200	569.496	190	11	65	13.300	0.770	4.550	46	25.180	-0.177353	-0.472696	0.739159	0.445577	
8317324	88	-3818	2399	21.472	-931.592	585.356	242	22	92	16.940	1.540	6.440	46	25.180	-0.177893	-0.471150	0.740283	0.445133	
8326678	22	-3895	2572	5.368	-950.380	627.568	282	45	128	19.740	3.150	8.960	53	25.207	-0.177618	-0.469976	0.741145	0.445049	
8336033	-7	-3948	2732	-1.708	-963.312	666.608	336	66	159	23.520	4.620	11.130	53	25.207	-0.177435	-0.468537	0.742181	0.444913	
8345389	-120	-3994	3030	-29.280	-974.536	739.320	417	97	191	29.190	6.790	13.370	50	25.195	-0.177286	-0.466782	0.743416	0.444755	
8354744	-325	-3993	3368	-79.300	-974.292	821.792	531	127	243	37.170	8.890	17.010	50	25.195	-0.177147	-0.464569	0.744913	0.444624	
8364099	-525	-3929	3585	-128.100	-958.676	874.740	659	160	311	46.130	11.200	21.770	44	25.172	-0.176982	-0.461737	0.746807	0.444461	
8373454	-813	-3968	3784	-198.372	-968.192	923.296	754	237	387	52.780	16.590	27.090	44	25.172	-0.176810	-0.458200	0.749167	0.444219	
8382809	-1024	-4179	4121	-249.856	-1019.676	1005.524	807	348	460	56.490	24.360	32.200	48	25.188	-0.176922	-0.453975	0.751874	0.443939	
8392164	-1097	-4445	4422	-267.668	-1084.580	1078.968	866	478	541	60.620	33.460	37.870	48	25.188	-0.177560	-0.449153	0.754770	0.443674	
8401519	-1148	-4801	4932	-280.112	-1171.444	1203.408	940	615	654	65.800	43.050	45.780	54	25.211	-0.178811	-0.443648	0.757864	0.443437	
8410875	-1182	-5034	5138	-288.408	-1228.296	1253.672	1060	740	805	74.200	51.800	56.350	54	25.211	-0.180746	-0.437339	0.761254	0.443112	
8420230	-1377	-5218	5228	-335.988	-1273.192	1275.632	1191	895	950	83.370	62.650	66.500	49	25.191	-0.183285	-0.430007	0.765148	0.442538	
8429583	-1645	-5404	5229	-401.380	-1318.576	1275.876	1281	1049	1082	89.670	73.430	75.740	49	25.191	-0.186511	-0.421520	0.769500	0.441808	
8438940	-1830	-5583	5205	-446.520	-1362.252	1270.020	1358	1204	1232	95.060	84.280	86.240	43	25.168	-0.190484	-0.412060	0.774150	0.440914	
8448295	-1908	-5794	5134	-465.552	-1413.736	1252.696	1373	1372	1378	96.110	96.040	96.460	43	25.168	-0.195274	-0.401647	0.779080	0.439743	
8457650	-1854	-5941	5166	-452.376	-1449.604	1260.504	1383	1518	1505	96.810	106.260	105.350	46	25.180	-0.201076	-0.390513	0.784090	0.438249	
8467006	-1726	-5954	5246	-421.144	-1452.776	1280.024	1419	1640	1645	99.330	114.800	115.150	46	25.180	-0.207750	-0.378746	0.789117	0.436436	
8476362	-1600	-5916	5158	-390.400	-1443.504	1258.552	1441	1765	1782	100.870	123.550	124.740	43	25.168	-0.215140	-0.366260	0.794248	0.434199	
8485715	-1575	-5950	4963	-384.300	-1451.800	1210.972	1458	1895	1917	102.060	132.650	134.190	43	25.168	-0.223275	-0.353102	0.799406	0.431518	
8495071	-1556	-6093	4720	-379.664	-1486.692	1151.680	1472	2006	2058	103.040	140.420	144.060	51	25.199	-0.232169	-0.339271	0.804534	0.428379	
8504426	-1431	-6277	4528	-349.164	-1531.588	1104.832	1505	2094	2185	105.350	146.580	152.950	51	25.199	-0.241737	-0.324807	0.809627	0.424688	
8513781	-1238	-6354	4252	-302.072	-1550.376	1037.488	1590	2132	2288	111.300	149.240	160.160	47	25.184	-0.251781	-0.309686	0.814678	0.420466	
8523136	-1126	-6235	4032	-274.744	-1521.340	983.808	1691	2128	2365	118.370	148.960	165.550	47	25.184	-0.261883	-0.293810	0.819757	0.415791	
8532492	-1103	-5861	3787	-269.132	-1430.084	924.028	1790	2081	2442	125.300	145.670	170.940	44	25.172	-0.271747	-0.277234	0.824856	0.410728	
8541847	-1225	-5466	3565	-298.900	-1333.704	869.860	1802	2036	2510	126.140	142.520	175.700	44	25.172	-0.281162	-0.260062	0.830010	0.405205	
8551202	-1355	-5177	3452	-330.620	-1263.188	842.288	1747	1992	2561	122.290	139.440	179.270	43	25.168	-0.290311	-0.242713	0.835042	0.399131	
8560557	-1345	-4977	3329	-328.180	-1214.388	812.276	1673	1964	2598	117.110	137.480	181.860	43	25.168	-0.299318	-0.225534	0.839815	0.392484	
8569913	-1223	-4903	3307	-298.412	-1196.332	806.908	1609	1949	2632	112.630	136.430	184.240	44	25.172	-0.308273	-0.208610	0.844254	0.385325	
8579268	-998	-4801	3084	-243.512	-1171.444	752.496	1594	1911	2670	111.580	133.770	186.900	44	25.172	-0.317201	-0.191878	0.848350	0.377702	
8588623	-903	-4715	2926	-220.332	-1150.460	713.944	1613	1863	2707	112.910	130.410	189.490	55	25.215	-0.325882	-0.175147	0.852212	0.369662	
8597979	-1001	-4538	2804	-244.244	-1107.272	684.176	1682	1778	2735	117.740	124.460	191.450	55	25.215	-0.334184	-0.158280	0.855888	0.361269	
8607334	-1176	-4243	2505	-286.944	-1035.292	611.220	1760	1652	2747	123.200	115.640	192.290	34	25.133	-0.341807	-0.141128	0.859471	0.352634	
8616689	-1405	-3919	2431	-342.820	-956.236	593.164	1837	1547	2753	128.590	108.290	192.710	34	25.133	-0.348513	-0.123762	0.863011	0.343837	
8626044	-1435	-3555	2318	-350.140	-867.420	565.592	1896	1462	2731	132.720	102.340	191.170	34	25.133	-0.354403	-0.106157	0.866450	0.334940	
8635400	-1334	-3210	2233	-325.496	-783.240	544.852	1929	1406	2671	135.030	98.420	186.970	34	25.133	-0.359592	-0.088420	0.869679	0.326074	
8644755	-1201	-2810	2140	-293.044	-685.640	522.160	1955	1335	2601	136.850	93.450	182.070	38	25.148	-0.364259	-0.070710	0.872559	0.317408	
8654110	-1168	-2399	1994	-284.992	-585.356	486.536	1929	1249	2530	135.030	87.430	177.100	38	25.148	-0.368346	-0.053115	0.875111	0.308985	
8663466	-1270	-2038	1869	-309.880	-497.272	456.036	1869	1174	2470	130.830	82.180	172.900	47	25.184	-0.371883	-0.035931	0.877368	0.300715	
8672821	-1365	-1821	1790	-333.060	-444.324	436.760	1780	1107	2408	124.600	77.490	168.560	47	25.184	-0.374997	-0.019290	0.879343	0.292491	
8682177	-1420	-1706	1751	-346.480	-416.264	427.244	1681	1054	2330	117.670	73.780	163.100	42	25.164	-0.377788	-0.003335	0.881046	0.284280	
8691532	-1468	-1643	1749	-358.192	-400.892	426.756	1598	1005	2253	111.860	70.350	157.710	42	25.164	-0.380350	0.011869	0.882452	0.276156	
8700888	-1519	-1551	1714	-370.636	-378.444	418.216	1541	939	2185	107.870	65.730	152.950	47	25.184	-0.382689	0.026406	0.883590	0.268163	
8710243	-1521	-1415	1739	-371.124	-345.260	424.316	1530	876	2122	107.100	61.320	148.540	47	25.184	-0.384689	0.040398	0.884537	0.260324	
8719598	-1519	-1231	1688	-370.636	-300.364	411.872	1543	829	2064	108.010	58.030	144.480	38	25.148	-0.386302	0.054093	0.885305	0.252728	
8728953	-1500	-1139	1654	-366.000	-277.916	403.576	1521	794	2003	106.470	55.580	140.210	38	25.148	-0.387584	0.067644	0.885872	0.245407	
8738308	-1541	-1083	1722	-376.004	-264.252	420.168	1507	766	1951	105.490	53.620	136.570	32	25.125	-0.388652	0.080884	0.886234	0.238303	
8747663	-1582	-977	1671	-386.008	-238.388	407.724	1503	725	1907	105.210	50.750	133.490	32	25.125	-0.389534	0.093881	0.886397	0.231390	
8757019	-1645	-809	1617	-401.380	-197.396	394.548	1521	688	1862	106.470	48.160	130.340	47	25.184	-0.390155	0.106686	0.886405	0.224664	
8766375	-1701	-638	1600	-415.044	-155.672	390.400	1534	661	1816	107.380	46.270	127.120	47	25.184	-0.390513	0.119412	0.886244	0.218182	
8775730	-1793	-441	1574	-437.492	-107.604	384.056	1535	640	1776	107.450	44.800	124.320	37	25.145	-0.390670	0.132044	0.885898	0.211937	
8785085	-1835	-271	1529	-447.740	-66.124	373.076	1511	627	1735	105.770	43.890	121.450	37	25.145	-0.390673	0.144540	0.885377	0.205870	
8794440	-1872	-108	1456	-456.768	-26.352	355.264	1464	643	1683	102.480	45.010	117.810	44	25.172	-0.390598	0.156781	0.884688	0.199929	
8803796	-1800	1	1409	-439.200	0.244	343.796	1392	673	1619	97.440	47.110	113.330	44	25.172	-0.390634	0.168658	0.883786	0.194095	
8813151	-1711	83	1400	-417.484	20.252	341.600	1318	704	1554	92.260	49.280	108.780	43	25.168	-0.390896	0.180033	0.882666	0.188362	
8822506	-1573	206	1231	-383.812	50.264	300.364	1264	706	1496	88.480	49.420	104.720	43	25.168	-0.391400	0.190895	0.881343	0.182730	
8831861	-1537	329	1134	-375.028	80.276	276.696	1229	707	1439	86.030	49.490	100.730	42	25.164	-0.391976	0.201329	0.879885	0.177241	
8841216	-1662	460	1071	-405.528	112.240	261.324	1171	686	1367	81.970	48.020	95.690	42	25.164	-0.392605	0.211433	0.878287	0.171934	
8850571	-1780	671	964	-434.320	163.724	235.216	1121	642	1313	78.470	44.940	91.910	53	25.207	-0.393222	0.221037	0.876623	0.166862	
8859927	-1893	859	914	-461.892	209.596	223.016	1084	623	1277	75.880	43.610	89.390	53	25.207	-0.393688	0.230202	0.874968	0.161984	
8869281	-1926	1012	884	-469.944	246.928	215.696	1065	599	1203	74.550	41.930	84.210	33	25.129	-0.394100	0.239058	0.873277	0.157210	
8878638	-1911	1293	833	-466.284	315.492	203.252	1100	545	1086	77.000	38.150	76.020	33	25.129	-0.394470	0.247608	0.871512	0.152780	
8887994	-1945	1603	741	-474.580	391.132	180.804	1132	476	964	79.240	33.320	67.480	39	25.152	-0.394670	0.255998	0.869638	0.149073	
8897349	-2133	1883	671	-520.452	459.452	163.724	1138	407	839	79.660	28.490	58.730	39	25.152	-0.394645	0.264192	0.867695	0.146134	
8906704	-2428	2228	582	-592.432	543.632	142.008	1161	312	686	81.270	21.840	48.020	38	25.148	-0.394432	0.272056	0.865729	0.143921	
8916059	-2653	2645	436	-647.332	645.380	106.384	1210	186	505	84.700	13.020	35.350	38	25.148	-0.393942	0.279593	0.863758	0.142655	
8925415	-2802	2949	378	-683.688	719.556	92.232	1202	104	281	84.140	7.280	19.670	37	25.145	-0.393056	0.286845	0.861794	0.142585	
8934770	-2903	3234	317	-708.332	789.096	77.348	1142	46	16	79.940	3.220	1.120	37	25.145	-0.392118	0.293472	0.859797	0.143726	
8944125	-2846	3417	392	-694.424	833.748	95.648	1007	-5	-243	70.490	-0.350	-17.010	35	25.137	-0.391371	0.299150	0.857774	0.146126	
8953480	-2944	3359	602	-718.336	819.596	146.888	807	-24	-464	56.490	-1.680	-32.480	35	25.137	-0.390914	0.303533	0.855846	0.149575	
8962835	-3030	3199	829	-739.320	780.556	202.276	621	-80	-635	43.470	-5.600	-44.450	41	25.160	-0.391417	0.310632	0.852691	0.151689	
8972191	-3071	2834	1074	-749.324	691.496	262.056	416	-92	-798	29.120	-6.440	-55.860	41	25.160	-0.391981	0.315781	0.850020	0.154565	
8981546	-3208	2450	1490	-782.752	597.800	363.560	268	-82	-970	18.760	-5.740	-67.900	46	25.180	-0.392915	0.318753	0.847814	0.158169	
8990902	-3297	2225	1827	-804.468	542.900	445.788	177	-93	-1108	12.390	-6.510	-77.560	46	25.180	-0.394192	0.319523	0.846060	0.162762	
9000257	-3285	1768	2180	-801.540	431.392	531.920	-14	-28	-1214	-0.980	-1.960	-84.980	46	25.180	-0.395528	0.318809	0.844654	0.168133	
9009613	-3202	1236	2701	-781.288	301.584	659.044	-193	110	-1288	-13.510	7.700	-90.160	46	25.180	-0.397347	0.315984	0.843688	0.173927	
9018968	-3206	792	3199	-782.264	193.248	780.556	-354	251	-1292	-24.780	17.570	-90.440	40	25.156	-0.399678	0.311003	0.843172	0.179963	
9028323	-3070	266	3371	-749.080	64.904	822.524	-492	421	-1231	-34.440	29.470	-86.170	40	25.156	-0.403535	0.306596	0.841874	0.184928	
9037677	-3179	123	3493	-775.676	30.012	852.292	-529	690	-1151	-37.030	48.300	-80.570	52	25.203	-0.408224	0.301826	0.840438	0.188971	
9047034	-3518	259	2926	-858.392	63.196	713.944	-497	820	-1050	-34.790	57.400	-73.500	52	25.203	-0.414080	0.297336	0.838469	0.192068	
9056389	-4027	676	1751	-982.588	164.944	427.244	-391	797	-961	-27.370	55.790	-67.270	38	25.148	-0.420324	0.293360	0.836193	0.194523	
9065744	-4500	1202	676	-1098.000	293.288	164.944	-279	686	-941	-19.530	48.020	-65.870	38	25.148	-0.427483	0.289182	0.833290	0.197612	
9075099	-4575	1714	-289	-1116.300	418.216	-70.516	-144	567	-972	-10.080	39.690	-68.040	42	25.164	-0.432609	0.286323	0.830994	0.200273	
9084455	-4218	1906	-816	-1029.192	465.064	-199.104	-85	423	-988	-5.950	29.610	-69.160	42	25.164	-0.437047	0.283879	0.828698	0.203600	
9093809	-3330	1545	-1200	-812.520	376.980	-292.800	-185	250	-970	-12.950	17.500	-67.900	40	25.156	-0.440743	0.281496	0.826615	0.207376	
