Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]
2351045	6880	-5328	13472	419.68	-325.008	821.792	-144
2356001	6896	-5312	13504	420.656	-324.032	823.744	0
2360956	6960	-5248	13584	424.56	-320.128	828.624	-48
2365910	6944	-5264	13584	423.584	-321.104	828.624	0
2370868	6848	-5216	13504	417.728	-318.176	823.744	-48
2375823	6752	-5168	13504	411.872	-315.248	823.744	-80
2380779	6784	-5152	13504	413.824	-314.272	823.744	64
2385733	6752	-5168	13456	411.872	-315.248	820.816	-48
2390689	6736	-5168	13456	410.896	-315.248	820.816	-112
2395644	6720	-5264	13424	409.92	-321.104	818.864	-32
2400601	6688	-5280	13504	407.968	-322.08	823.744	-112
2405554	6768	-5280	13440	412.848	-322.08	819.84	-64
2410512	6848	-5248	13408	417.728	-320.128	817.888	-128
2415468	6848	-5216	13408	417.728	-318.176	817.888	32
2420424	6832	-5200	13440	416.752	-317.2	819.84	-80
2425378	6864	-5200	13504	418.704	-317.2	823.744	-96
2430334	6864	-5248	13472	418.704	-320.128	821.792	-48
2435289	6880	-5232	13440	419.68	-319.152	819.84	-96
2440245	6864	-5216	13440	418.704	-318.176	819.84	-112
2445201	6880	-5232	13408	419.68	-319.152	817.888	-80
2450157	6880	-5248	13504	419.68	-320.128	823.744	-80
2455113	6880	-5296	13536	419.68	-323.056	825.696	-48
2460069	6880	-5232	13520	419.68	-319.152	824.72	-128
2465025	6848	-5200	13520	417.728	-317.2	824.72	-16
2469979	6848	-5216	13504	417.728	-318.176	823.744	-112
2474937	6832	-5168	13552	416.752	-315.248	826.672	-192
2479892	6816	-5248	13504	415.776	-320.128	823.744	0
2484847	6816	-5264	13504	415.776	-321.104	823.744	-128
2489803	6800	-5328	13456	414.8	-325.008	820.816	-64
2494759	6768	-5312	13440	412.848	-324.032	819.84	-48
2499715	6720	-5312	13408	409.92	-324.032	817.888	-16
2504670	6800	-5280	13408	414.8	-322.08	817.888	-64
2509626	6800	-5264	13408	414.8	-321.104	817.888	-80
2514581	6848	-5264	13408	417.728	-321.104	817.888	64
2519535	6848	-5328	13376	417.728	-325.008	815.936	-64
2524492	6800	-5328	13440	414.8	-325.008	819.84	-160
2529447	6848	-5344	13440	417.728	-325.984	819.84	-48
2534402	6848	-5344	13440	417.728	-325.984	819.84	-128
2539358	6912	-5328	13424	421.632	-325.008	818.864	-96
2544313	6880	-5328	13392	419.68	-325.008	816.912	-96
2549267	6816	-5360	13408	415.776	-326.96	817.888	-64
2554224	6832	-5360	13376	416.752	-326.96	815.936	-80
2559180	6784	-5360	13376	413.824	-326.96	815.936	0
2564136	6816	-5344	13392	415.776	-325.984	816.912	32
2569091	6800	-5376	13376	414.8	-327.936	815.936	-16
2574047	6880	-5376	13456	419.68	-327.936	820.816	-144
2579003	6880	-5296	13456	419.68	-323.056	820.816	-16
2583957	6896	-5280	13472	420.656	-322.08	821.792	-160
2588914	6912	-5312	13440	421.632	-324.032	819.84	-48
2593867	6832	-5264	13440	416.752	-321.104	819.84	-144
2598823	6784	-5296	13472	413.824	-323.056	821.792	16
2603780	6800	-5296	13440	414.8	-323.056	819.84	-80
2608735	6768	-5328	13408	412.848	-325.008	817.888	-128
2613690	6800	-5360	13456	414.8	-326.96	820.816	-16
2618644	6816	-5328	13472	415.776	-325.008	821.792	-96
2623599	6800	-5360	13440	414.8	-326.96	819.84	-128
2628554	6848	-5312	13440	417.728	-324.032	819.84	-32
2633508	6848	-5264	13392	417.728	-321.104	816.912	-64
2638464	6784	-5296	13408	413.824	-323.056	817.888	16
2643420	6768	-5312	13376	412.848	-324.032	815.936	-176
2648375	6864	-5296	13424	418.704	-323.056	818.864	32
2653330	6896	-5344	13328	420.656	-325.984	813.008	-80
2658286	6816	-5392	13376	415.776	-328.912	815.936	-160
2663240	6816	-5344	13424	415.776	-325.984	818.864	-16
2668196	6736	-5360	13472	410.896	-326.96	821.792	-128
2673152	6752	-5440	13440	411.872	-331.84	819.84	-128
2678107	6752	-5376	13360	411.872	-327.936	814.96	-16
2683062	6784	-5376	13312	413.824	-327.936	812.032	-48
2688017	6768	-5408	13344	412.848	-329.888	813.984	-32
2692972	6800	-5424	13376	414.8	-330.864	815.936	-144
2697926	6752	-5440	13376	411.872	-331.84	815.936	16
2702881	6720	-5440	13440	409.92	-331.84	819.84	-144
2707836	6736	-5392	13376	410.896	-328.912	815.936	-144
2712790	6816	-5328	13392	415.776	-325.008	816.912	-48
2717746	6800	-5264	13280	414.8	-321.104	810.08	-160
2722702	6880	-5280	13296	419.68	-322.08	811.056	-32
2727656	6848	-5216	13312	417.728	-318.176	812.032	-80
2732609	6784	-5312	13328	413.824	-324.032	813.008	-48
2737567	6800	-5392	13344	414.8	-328.912	813.984	-96
2742522	6784	-5408	13376	413.824	-329.888	815.936	-64
2747477	6832	-5360	13408	416.752	-326.96	817.888	32
2752433	6800	-5376	13440	414.8	-327.936	819.84	-80
2757389	6800	-5392	13440	414.8	-328.912	819.84	-128
2762344	6864	-5360	13488	418.704	-326.96	822.768	0
2767299	6944	-5344	13552	423.584	-325.984	826.672	-192
2772254	6928	-5376	13536	422.608	-327.936	825.696	-48
2777207	6992	-5424	13600	426.512	-330.864	829.6	-128
2782165	6992	-5328	13504	426.512	-325.008	823.744	-32
2787120	7056	-5392	13440	430.416	-328.912	819.84	-80
2792075	7040	-5392	13440	429.44	-328.912	819.84	-112
2797031	6960	-5376	13440	424.56	-327.936	819.84	0
2801987	6928	-5360	13472	422.608	-326.96	821.792	-48
2806943	6864	-5376	13536	418.704	-327.936	825.696	-112
2811898	6800	-5312	13536	414.8	-324.032	825.696	-112
2816855	6784	-5344	13536	413.824	-325.984	825.696	-96
2821809	6736	-5328	13520	410.896	-325.008	824.72	-16
2826766	6784	-5344	13536	413.824	-325.984	825.696	-112
2831720	6720	-5376	13520	409.92	-327.936	824.72	0
2836676	6784	-5344	13488	413.824	-325.984	822.768	-144
2841631	6784	-5328	13504	413.824	-325.008	823.744	-192
2846586	6880	-5328	13552	419.68	-325.008	826.672	-16
2851541	6928	-5264	13440	422.608	-321.104	819.84	-96
2856496	7056	-5200	13456	430.416	-317.2	820.816	-48
2861452	7008	-5200	13376	427.488	-317.2	815.936	-96
2866408	7104	-5264	13472	433.344	-321.104	821.792	-32
2871363	7040	-5280	13456	429.44	-322.08	820.816	-16
2876318	6992	-5264	13488	426.512	-321.104	822.768	-96
2881272	6976	-5264	13472	425.536	-321.104	821.792	16
2886227	6896	-5296	13488	420.656	-323.056	822.768	-64
2891184	6816	-5360	13456	415.776	-326.96	820.816	-96
2896139	6816	-5280	13456	415.776	-322.08	820.816	-16
2901094	6864	-5392	13488	418.704	-328.912	822.768	-128
2906048	6832	-5280	13376	416.752	-322.08	815.936	-32
2911005	6848	-5312	13392	417.728	-324.032	816.912	-96
2915958	6848	-5328	13344	417.728	-325.008	813.984	0
2920916	6800	-5264	13392	414.8	-321.104	816.912	-80
2925871	6784	-5328	13344	413.824	-325.008	813.984	-48
2930827	6800	-5392	13424	414.8	-328.912	818.864	16
2935781	6768	-5328	13408	412.848	-325.008	817.888	-32
2940739	6736	-5216	13392	410.896	-318.176	816.912	-80
2945695	6768	-5216	13440	412.848	-318.176	819.84	-16
2950649	6784	-5232	13504	413.824	-319.152	823.744	-64
2955604	6816	-5264	13504	415.776	-321.104	823.744	-64
2960559	6832	-5296	13520	416.752	-323.056	824.72	-96
2965516	6848	-5328	13424	417.728	-325.008	818.864	0
2970471	6896	-5328	13408	420.656	-325.008	817.888	-48
2975428	6912	-5344	13392	421.632	-325.984	816.912	-64
2980383	6976	-5328	13424	425.536	-325.008	818.864	32
2985338	6960	-5392	13408	424.56	-328.912	817.888	-48
2990294	6960	-5360	13472	424.56	-326.96	821.792	-64
2995249	6880	-5424	13472	419.68	-330.864	821.792	16
3000202	6912	-5328	13456	421.632	-325.008	820.816	-48
3005159	6832	-5376	13424	416.752	-327.936	818.864	-16
3010114	6768	-5280	13392	412.848	-322.08	816.912	-128
3015069	6800	-5312	13456	414.8	-324.032	820.816	48
3020025	6784	-5280	13360	413.824	-322.08	814.96	-64
3024980	6736	-5200	13376	410.896	-317.2	815.936	-128
3029935	6784	-5280	13408	413.824	-322.08	817.888	32
3034889	6784	-5264	13376	413.824	-321.104	815.936	-96
3039845	6736	-5328	13456	410.896	-325.008	820.816	0
3044801	6752	-5360	13520	411.872	-326.96	824.72	-48
3049756	6784	-5376	13440	413.824	-327.936	819.84	-48
3054709	6800	-5424	13376	414.8	-330.864	815.936	-48
3059668	6832	-5408	13360	416.752	-329.888	814.96	-128
3064622	6816	-5328	13440	415.776	-325.008	819.84	80
3069578	6880	-5344	13472	419.68	-325.984	821.792	-80
3074533	6896	-5376	13456	420.656	-327.936	820.816	-64
3079488	6848	-5328	13472	417.728	-325.008	821.792	32
3084444	6832	-5296	13440	416.752	-323.056	819.84	-144
3089400	6848	-5280	13376	417.728	-322.08	815.936	-80
3094356	6848	-5264	13440	417.728	-321.104	819.84	-112
3099311	6848	-5264	13360	417.728	-321.104	814.96	-16
3104266	6816	-5280	13408	415.776	-322.08	817.888	-32
3109220	6800	-5264	13440	414.8	-321.104	819.84	-64
3114174	6736	-5216	13424	410.896	-318.176	818.864	32
3119129	6800	-5264	13424	414.8	-321.104	818.864	-96
3124084	6752	-5328	13424	411.872	-325.008	818.864	-112
3129038	6704	-5264	13392	408.944	-321.104	816.912	-16
3133994	6832	-5248	13376	416.752	-320.128	815.936	-96
3138948	6816	-5280	13360	415.776	-322.08	814.96	-64
3143902	6832	-5344	13392	416.752	-325.984	816.912	-112
3148859	6864	-5344	13408	418.704	-325.984	817.888	48
3153815	6912	-5344	13392	421.632	-325.984	816.912	-144
3158771	6912	-5392	13488	421.632	-328.912	822.768	-112
3163726	6912	-5376	13456	421.632	-327.936	820.816	16
3168682	6928	-5312	13504	422.608	-324.032	823.744	-96
3173635	6896	-5328	13504	420.656	-325.008	823.744	-80
3178593	6912	-5376	13568	421.632	-327.936	827.648	-48
3183549	6864	-5360	13488	418.704	-326.96	822.768	-32
3188505	6848	-5296	13504	417.728	-323.056	823.744	-48
3193460	6848	-5328	13488	417.728	-325.008	822.768	-96
3198416	6800	-5360	13472	414.8	-326.96	821.792	48
3203371	6880	-5312	13408	419.68	-324.032	817.888	-96
3208325	6912	-5392	13424	421.632	-328.912	818.864	-192
3213280	6832	-5344	13424	416.752	-325.984	818.864	-32
3218235	6896	-5392	13376	420.656	-328.912	815.936	-80
3223189	6960	-5392	13456	424.56	-328.912	820.816	-80
3228144	6928	-5424	13440	422.608	-330.864	819.84	-80
3233099	6944	-5376	13408	423.584	-327.936	817.888	-16
3238052	6976	-5376	13456	425.536	-327.936	820.816	-96
3243009	7008	-5232	13472	427.488	-319.152	821.792	-160
3247964	7104	-5232	13408	433.344	-319.152	817.888	-32
3252919	7040	-5248	13392	429.44	-320.128	816.912	-96
3257874	6896	-5232	13440	420.656	-319.152	819.84	-80
3262829	6992	-5264	13440	426.512	-321.104	819.84	-16
3267784	6976	-5264	13408	425.536	-321.104	817.888	-144
3272739	6976	-5344	13440	425.536	-325.984	819.84	-80
3277696	6944	-5328	13440	423.584	-325.008	819.84	-48
3282651	6896	-5392	13440	420.656	-328.912	819.84	48
3287605	6880	-5440	13472	419.68	-331.84	821.792	-16
3292563	6912	-5440	13440	421.632	-331.84	819.84	-112
3297519	6944	-5424	13376	423.584	-330.864	815.936	0
3302474	6928	-5360	13392	422.608	-326.96	816.912	-80
3307431	6944	-5328	13328	423.584	-325.008	813.008	-128
3312387	6912	-5280	13312	421.632	-322.08	812.032	0
3317343	7024	-5248	13344	428.464	-320.128	813.984	-80
3322298	7072	-5232	13376	431.392	-319.152	815.936	16
3327254	6960	-5216	13456	424.56	-318.176	820.816	-96
3332210	7024	-5312	13440	428.464	-324.032	819.84	-16
3337165	7008	-5280	13440	427.488	-322.08	819.84	-32
3342121	6960	-5344	13440	424.56	-325.984	819.84	-160
3347076	6880	-5392	13392	419.68	-328.912	816.912	32
3352030	6832	-5408	13472	416.752	-329.888	821.792	-32
3356988	6816	-5360	13440	415.776	-326.96	819.84	-48
3361944	6912	-5440	13424	421.632	-331.84	818.864	-16
3366898	6864	-5392	13408	418.704	-328.912	817.888	-16
3371854	6880	-5360	13472	419.68	-326.96	821.792	-16
3376809	6912	-5408	13392	421.632	-329.888	816.912	-96
3381764	6944	-5344	13408	423.584	-325.984	817.888	0
3386718	6992	-5344	13360	426.512	-325.984	814.96	-48
3391674	6928	-5328	13360	422.608	-325.008	814.96	-64
3396629	7008	-5328	13360	427.488	-325.008	814.96	-16
3401584	6896	-5296	13408	420.656	-323.056	817.888	-128
3406539	6864	-5344	13440	418.704	-325.984	819.84	-64
3411496	6848	-5280	13424	417.728	-322.08	818.864	-16
3416451	6816	-5312	13504	415.776	-324.032	823.744	-32
3421406	6800	-5376	13472	414.8	-327.936	821.792	32
3426362	6720	-5440	13456	409.92	-331.84	820.816	-96
3431317	6752	-5392	13456	411.872	-328.912	820.816	96
3436272	6800	-5504	13424	414.8	-335.744	818.864	-32
3441229	6832	-5520	13440	416.752	-336.72	819.84	-32
3446185	6928	-5520	13504	422.608	-336.72	823.744	32
3451141	7040	-5488	13504	429.44	-334.768	823.744	-192
3456097	7072	-5408	13472	431.392	-329.888	821.792	-48
3461053	7088	-5392	13456	432.368	-328.912	820.816	-128
3466009	7088	-5424	13392	432.368	-330.864	816.912	-64
3470964	7088	-5312	13344	432.368	-324.032	813.984	-32
3475920	7104	-5328	13280	433.344	-325.008	810.08	-64
3480875	7008	-5280	13296	427.488	-322.08	811.056	80
3485830	7008	-5296	13424	427.488	-323.056	818.864	-16
3490786	6816	-5376	13440	415.776	-327.936	819.84	-128
3495740	6832	-5360	13488	416.752	-326.96	822.768	-16
3500696	6768	-5392	13440	412.848	-328.912	819.84	-112
3505651	6848	-5312	13424	417.728	-324.032	818.864	16
3510605	6848	-5344	13440	417.728	-325.984	819.84	-112
3515560	6912	-5376	13440	421.632	-327.936	819.84	16
3520516	6896	-5408	13472	420.656	-329.888	821.792	-96
3525469	6784	-5520	13504	413.824	-336.72	823.744	-128
3530427	6848	-5360	13440	417.728	-326.96	819.84	-16
3535383	6848	-5408	13376	417.728	-329.888	815.936	-64
3540338	6896	-5392	13408	420.656	-328.912	817.888	-64
3545293	6864	-5376	13424	418.704	-327.936	818.864	-32
3550249	6912	-5328	13456	421.632	-325.008	820.816	-32
3555204	6864	-5296	13536	418.704	-323.056	825.696	-32
3560159	6912	-5216	13568	421.632	-318.176	827.648	-160
3565114	6912	-5200	13552	421.632	-317.2	826.672	16
3570069	6944	-5200	13472	423.584	-317.2	821.792	-64
3575025	6928	-5232	13424	422.608	-319.152	818.864	-192
3579981	6976	-5264	13328	425.536	-321.104	813.008	-16
3584937	7008	-5344	13296	427.488	-325.984	811.056	-112
3589891	7040	-5376	13408	429.44	-327.936	817.888	-32
3594848	6944	-5408	13504	423.584	-329.888	823.744	-48
3599804	6960	-5392	13536	424.56	-328.912	825.696	-64
3604760	6928	-5360	13504	422.608	-326.96	823.744	-96
3609716	6944	-5296	13440	423.584	-323.056	819.84	-128
3614672	6944	-5296	13472	423.584	-323.056	821.792	16
3619627	6976	-5248	13408	425.536	-320.128	817.888	-64
3624583	6864	-5232	13456	418.704	-319.152	820.816	-128
3629540	6848	-5248	13376	417.728	-320.128	815.936	-16
3634495	6864	-5280	13376	418.704	-322.08	815.936	-128
3639448	6816	-5248	13312	415.776	-320.128	812.032	-96
3644406	6832	-5296	13184	416.752	-323.056	804.224	-96
3649362	6832	-5200	13200	416.752	-317.2	805.2	-16
3654316	6848	-5248	13232	417.728	-320.128	807.152	-64
3659273	6832	-5264	13360	416.752	-321.104	814.96	-128
3664229	6880	-5328	13376	419.68	-325.008	815.936	32
3669184	6912	-5248	13488	421.632	-320.128	822.768	-64
3674138	6848	-5232	13440	417.728	-319.152	819.84	-64
3679094	6880	-5264	13376	419.68	-321.104	815.936	-32
3684048	6848	-5216	13392	417.728	-318.176	816.912	-128
3689003	6880	-5296	13408	419.68	-323.056	817.888	-64
3693959	6912	-5344	13488	421.632	-325.984	822.768	-112
3698912	6896	-5392	13408	420.656	-328.912	817.888	0
3703868	6848	-5424	13360	417.728	-330.864	814.96	-64
3708825	6816	-5472	13312	415.776	-333.792	812.032	-128
3713780	6800	-5472	13200	414.8	-333.792	805.2	0
3718735	6784	-5488	13136	413.824	-334.768	801.296	-32
3723690	6784	-5424	13104	413.824	-330.864	799.344	-96
3728646	6752	-5408	13136	411.872	-329.888	801.296	-16
3733601	6832	-5392	13200	416.752	-328.912	805.2	-32
3738557	6816	-5360	13280	415.776	-326.96	810.08	-32
3743512	6848	-5232	13312	417.728	-319.152	812.032	-96
3748466	6816	-5152	13264	415.776	-314.272	809.104	32
3753422	6816	-5136	13296	415.776	-313.296	811.056	-112
3758378	6752	-5040	13248	411.872	-307.44	808.128	-144
3763333	6784	-5024	13216	413.824	-306.464	806.176	-16
3768287	6848	-4864	13184	417.728	-296.704	804.224	-112
3773243	6736	-4736	13200	410.896	-288.896	805.2	-96
3778198	6800	-4560	13216	414.8	-278.16	806.176	-64
3783152	6736	-4512	13296	410.896	-275.232	811.056	-80
3788108	6752	-4352	13376	411.872	-265.472	815.936	-80
3793063	6736	-4272	13568	410.896	-260.592	827.648	-192
3798018	6752	-4256	13664	411.872	-259.616	833.504	0
3802972	6832	-4224	13744	416.752	-257.664	838.384	-112
3807928	6928	-4208	13760	422.608	-256.688	839.36	-160
3812883	7120	-4128	13696	434.32	-251.808	835.456	-112
3817838	7344	-4000	13744	447.984	-244	838.384	-224
3822795	7584	-3776	13760	462.624	-230.336	839.36	-208
3827750	7856	-3536	13808	479.216	-215.696	842.288	-304
3832705	8176	-3184	13888	498.736	-194.224	847.168	-256
3837658	8464	-2832	13872	516.304	-172.752	846.192	-352
3842616	8784	-2352	13776	535.824	-143.472	840.336	-336
3847571	9120	-2048	13648	556.32	-124.928	832.528	-224
3852527	9376	-1696	13568	571.936	-103.456	827.648	-304
3857484	9712	-1424	13408	592.432	-86.864	817.888	-336
3862439	10048	-1440	13456	612.928	-87.84	820.816	-224
3867393	10432	-1328	13520	636.352	-81.008	824.72	-384
3872349	10864	-1216	13664	662.704	-74.176	833.504	-208
3877305	11280	-1056	13808	688.08	-64.416	842.288	-384
3882259	11680	-880	13920	712.48	-53.68	849.12	-144
3887215	11888	-688	14048	725.168	-41.968	856.928	-320
3892170	12448	-384	14272	759.328	-23.424	870.592	-288
3897125	12176	432	14592	742.736	26.352	890.112	-208
3902081	13408	1424	14528	817.888	86.864	886.208	-288
3907036	14048	1392	14688	856.928	84.912	895.968	-304
3911992	14544	1088	15312	887.184	66.368	934.032	-288
3916948	14960	624	15936	912.56	38.064	972.096	-240
3921903	15232	528	16336	929.152	32.208	996.496	-224
3926858	15680	720	16304	956.48	43.92	994.544	-272
3931813	16144	1040	16080	984.784	63.44	980.88	-96
3936768	16560	1264	15744	1010.16	77.104	960.384	-112
3941722	16800	1216	15568	1024.8	74.176	949.648	-80
3946679	17024	1168	15680	1038.464	71.248	956.48	16
3951634	17216	1280	15744	1050.176	78.08	960.384	16
3956590	17632	1552	15872	1075.552	94.672	968.192	96
3961544	17888	1840	16192	1091.168	112.24	987.712	112
3966500	18080	2064	16320	1102.88	125.904	995.52	96
3971456	18336	2064	16416	1118.496	125.904	1001.376	208
3976411	18464	2032	16384	1126.304	123.952	999.424	144
3981367	18368	1888	16352	1120.448	115.168	997.472	288
3986322	18528	1728	16272	1130.208	105.408	992.592	192
3991277	18432	1824	16416	1124.352	111.264	1001.376	128
3996232	18480	1984	16448	1127.28	121.024	1003.328	304
4001187	18592	2112	16464	1134.112	128.832	1004.304	192
4006140	18640	2448	16592	1137.04	149.328	1012.112	304
4011096	18752	2736	16736	1143.872	166.896	1020.896	208
4016052	18720	2960	16752	1141.92	180.56	1021.872	320
4021008	18944	3072	16672	1155.584	187.392	1016.992	256
4025961	18832	3168	16576	1148.752	193.248	1011.136	192
4030919	19072	3088	16384	1163.392	188.368	999.424	304
4035874	19008	2832	16144	1159.488	172.752	984.784	272
4040829	18912	2752	15824	1153.632	167.872	965.264	224
4045785	19088	2576	15504	1164.368	157.136	945.744	224
4050740	18640	2656	15376	1137.04	162.016	937.936	192
4055693	18512	2704	15296	1129.232	164.944	933.056	256
4060650	18224	2864	15232	1111.664	174.704	929.152	192
4065606	18192	2944	15120	1109.712	179.584	922.32	320
4070560	17872	3248	15072	1090.192	198.128	919.392	192
4075517	17808	3488	14880	1086.288	212.768	907.68	192
4080472	17680	3696	14768	1078.48	225.456	900.848	288
4085427	17632	3776	14528	1075.552	230.336	886.208	272
4090381	17344	3856	14272	1057.984	235.216	870.592	320
4095336	17008	3904	14064	1037.488	238.144	857.904	368
4100291	16880	3888	13696	1029.68	237.168	835.456	288
4105245	16880	3856	13264	1029.68	235.216	809.104	432
4110201	16672	3776	12832	1016.992	230.336	782.752	320
4115155	16496	3728	12448	1006.256	227.408	759.328	480
