Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	AFE_CHANNEL [#]	QVAR [LSB]	
2096	3088	-16272	9632	188.368	-992.592	587.552	1	-9344	
7054	3088	-16464	9840	188.368	-1004.304	600.240	0	-9104	
12011	2992	-16592	9872	182.512	-1012.112	602.192	1	-8848	
16967	2928	-16640	9648	178.608	-1015.040	588.528	0	-8384	
21923	2736	-16592	9312	166.896	-1012.112	568.032	1	-8016	
26880	2560	-16416	9056	156.160	-1001.376	552.416	0	-7616	
31837	2352	-16176	8992	143.472	-986.736	548.512	1	-7168	
36792	2160	-16080	9120	131.760	-980.880	556.320	0	-6752	
41751	2064	-16016	9392	125.904	-976.976	572.912	1	-6464	
46706	1952	-16000	9792	119.072	-976.000	597.312	0	-6096	
51666	1952	-16096	10096	119.072	-981.856	615.856	1	-5824	
56622	1904	-16080	10432	116.144	-980.880	636.352	0	-5680	
61579	1856	-15904	10768	113.216	-970.144	656.848	1	-5520	
66535	2064	-15888	10880	125.904	-969.168	663.680	0	-5376	
71492	2160	-15632	10752	131.760	-953.552	655.872	1	-5344	
76449	2256	-15472	10512	137.616	-943.792	641.232	0	-5440	
81404	2336	-14992	10080	142.496	-914.512	614.880	1	-5728	
86361	2448	-14608	9520	149.328	-891.088	580.720	0	-6032	
91317	2608	-14256	9088	159.088	-869.616	554.368	1	-6640	
96274	2656	-13968	8864	162.016	-852.048	540.704	0	-7312	
101230	2784	-13872	8896	169.824	-846.192	542.656	1	-8000	
106186	2976	-13840	8976	181.536	-844.240	547.536	0	-8960	
111142	3264	-14032	9072	199.104	-855.952	553.392	1	-10000	
116099	3456	-14352	9296	210.816	-875.472	567.056	0	-11344	
121055	3552	-14800	9792	216.672	-902.800	597.312	1	-12880	
126012	3520	-15280	10272	214.720	-932.080	626.592	0	-14528	
130969	3536	-15696	10592	215.696	-957.456	646.112	1	-16240	
135925	3536	-15952	10544	215.696	-973.072	643.184	0	-18048	
140880	3584	-16192	10240	218.624	-987.712	624.640	1	-19888	
145838	3632	-16192	9760	221.552	-987.712	595.360	0	-21728	
150793	3680	-16016	9376	224.480	-976.976	571.936	1	-23392	
155751	3552	-15600	9104	216.672	-951.600	555.344	0	-25072	
160708	3120	-14816	8800	190.320	-903.776	536.800	1	-26624	
165664	2688	-13856	8528	163.968	-845.216	520.208	0	-28080	
170619	2528	-12704	7984	154.208	-774.944	487.024	1	-29392	
175575	2816	-11744	7328	171.776	-716.384	447.008	0	-30704	
180531	3296	-11056	6864	201.056	-674.416	418.704	1	-32064	
185486	3872	-10608	6672	236.192	-647.088	406.992	0	-32768	
190442	4304	-10448	6880	262.544	-637.328	419.680	1	-32768	
195398	4496	-10560	7280	274.256	-644.160	444.080	0	-32768	
200354	4320	-10960	7840	263.520	-668.560	478.240	1	-32768	
205308	4128	-11552	8352	251.808	-704.672	509.472	0	-32768	
210266	3728	-12240	8624	227.408	-746.640	526.064	1	-32768	
215220	3568	-12944	8704	217.648	-789.584	530.944	0	-32768	
220178	3440	-13696	8592	209.840	-835.456	524.112	1	-32768	
225135	3520	-14512	8352	214.720	-885.232	509.472	0	-32768	
230091	3664	-15184	8144	223.504	-926.224	496.784	1	-32768	
235047	4064	-15840	7872	247.904	-966.240	480.192	0	-32768	
240003	4480	-16416	7776	273.280	-1001.376	474.336	1	-32768	
244959	4832	-16864	7712	294.752	-1028.704	470.432	0	-32768	
249915	5248	-17184	7632	320.128	-1048.224	465.552	1	-32768	
254871	5584	-17424	7712	340.624	-1062.864	470.432	0	-32768	
259827	5856	-17392	7936	357.216	-1060.912	484.096	1	-32768	
264783	6080	-17088	8144	370.880	-1042.368	496.784	0	-32768	
269740	6032	-16608	8384	367.952	-1013.088	511.424	1	-32768	
274696	5840	-16016	8592	356.240	-976.976	524.112	0	-32768	
279651	5584	-15328	9024	340.624	-935.008	550.464	1	-32768	
284609	5216	-14864	9632	318.176	-906.704	587.552	0	-32768	
289566	4784	-14480	10176	291.824	-883.280	620.736	1	-32768	
294522	4560	-14160	10304	278.160	-863.760	628.544	0	-32768	
299478	4384	-13904	10112	267.424	-848.144	616.832	1	-32768	
304434	4240	-13536	9760	258.640	-825.696	595.360	0	-32768	
309391	4160	-13184	9488	253.760	-804.224	578.768	1	-29248	
314347	4128	-12976	9664	251.808	-791.536	589.504	0	-24640	
319304	4000	-12720	9936	244.000	-775.920	606.096	1	-20320	
324260	4192	-12400	10224	255.712	-756.400	623.664	0	-16128	
329217	4304	-12112	10576	262.544	-738.832	645.136	1	-12224	
334172	4544	-11808	10848	277.184	-720.288	661.728	0	-8464	
339128	4768	-11632	11056	290.848	-709.552	674.416	1	-4736	
344084	4944	-11536	11136	301.584	-703.696	679.296	0	-976	
349040	5136	-11536	11360	313.296	-703.696	692.960	1	2736	
353996	5168	-11632	11568	315.248	-709.552	705.648	0	6688	
358951	5280	-11856	11696	322.080	-723.216	713.456	1	10800	
363907	5280	-12240	11792	322.080	-746.640	719.312	0	14896	
368863	5056	-12752	11648	308.416	-777.872	710.528	1	19040	
373820	4784	-13136	11392	291.824	-801.296	694.912	0	23312	
378777	4512	-13360	11200	275.232	-814.960	683.200	1	27456	
383735	4160	-13456	11280	253.760	-820.816	688.080	0	31520	
388692	3840	-13456	11488	234.240	-820.816	700.768	1	32752	
393649	3488	-13520	11712	212.768	-824.720	714.432	0	32752	
398604	3040	-13440	12080	185.440	-819.840	736.880	1	32752	
403560	2752	-13232	12160	167.872	-807.152	741.760	0	32752	
408515	2768	-12928	12080	168.848	-788.608	736.880	1	32752	
413471	2784	-12704	12000	169.824	-774.944	732.000	0	32752	
418428	2688	-12480	11920	163.968	-761.280	727.120	1	32752	
423385	2528	-12112	11712	154.208	-738.832	714.432	0	32752	
428338	2512	-11808	11424	153.232	-720.288	696.864	1	32752	
433297	2352	-11536	11184	143.472	-703.696	682.224	0	32752	
438253	2352	-11472	11024	143.472	-699.792	672.464	1	32752	
443209	2288	-11328	10912	139.568	-691.008	665.632	0	32752	
448166	2272	-11200	10800	138.592	-683.200	658.800	1	32752	
453122	2096	-11088	10880	127.856	-676.368	663.680	0	32752	
458079	1840	-10960	11040	112.240	-668.560	673.440	1	32752	
463035	1536	-10608	11312	93.696	-647.088	690.032	0	32752	
467992	1472	-10240	11392	89.792	-624.640	694.912	1	32752	
472945	1424	-9840	11296	86.864	-600.240	689.056	0	32752	
477903	1536	-9392	11248	93.696	-572.912	686.128	1	32752	
482859	1376	-9104	11136	83.936	-555.344	679.296	0	32752	
487816	1024	-8704	10816	62.464	-530.944	659.776	1	32752	
492770	480	-8336	10224	29.280	-508.496	623.664	0	32752	
497728	0	-7920	9840	0.000	-483.120	600.240	1	32752	
502684	-320	-7472	10080	-19.520	-455.792	614.880	0	32752	
507640	-880	-7136	10752	-53.680	-435.296	655.872	1	32752	
512597	-1440	-7040	11392	-87.840	-429.440	694.912	0	32752	
517553	-2064	-7008	11792	-125.904	-427.488	719.312	1	32752	
522510	-2448	-7184	11680	-149.328	-438.224	712.480	0	32752	
527465	-2656	-7520	11232	-162.016	-458.720	685.152	1	32752	
532422	-2784	-7904	10848	-169.824	-482.144	661.728	0	32752	
537378	-2976	-8112	10544	-181.536	-494.832	643.184	1	32752	
542334	-2784	-8288	10224	-169.824	-505.568	623.664	0	32752	
547290	-2176	-8496	9952	-132.736	-518.256	607.072	1	32752	
552246	-1024	-8832	9600	-62.464	-538.752	585.600	0	32752	
557200	288	-9152	9232	17.568	-558.272	563.152	1	32752	
562158	1616	-9440	8816	98.576	-575.840	537.776	0	32752	
567112	2592	-9504	8688	158.112	-579.744	529.968	1	32752	
572070	3392	-9504	8864	206.912	-579.744	540.704	0	32752	
577027	4304	-9664	8960	262.544	-589.504	546.560	1	32752	
581984	4912	-10192	9072	299.632	-621.712	553.392	0	32752	
586940	4784	-10368	9152	291.824	-632.448	558.272	1	32752	
591895	4080	-9744	9040	248.880	-594.384	551.440	0	32752	
596851	3280	-8976	8512	200.080	-547.536	519.232	1	32752	
601805	2656	-8416	8144	162.016	-513.376	496.784	0	32752	
606764	2128	-7968	8192	129.808	-486.048	499.712	1	32752	
611720	1616	-7696	8832	98.576	-469.456	538.752	0	32752	
616677	912	-7504	9568	55.632	-457.744	583.648	1	32752	
621633	336	-7440	10352	20.496	-453.840	631.472	0	32752	
626590	64	-7568	11024	3.904	-461.648	672.464	1	32752	
631545	320	-7808	11392	19.520	-476.288	694.912	0	32752	
636503	976	-8000	11584	59.536	-488.000	706.624	1	32752	
641459	1584	-8272	11632	96.624	-504.592	709.552	0	32752	
646412	2176	-8592	11808	132.736	-524.112	720.288	1	32752	
651371	2624	-8928	12000	160.064	-544.608	732.000	0	32752	
656327	2880	-9408	12160	175.680	-573.888	741.760	1	32752	
661283	2896	-9760	12144	176.656	-595.360	740.784	0	32752	
666238	3072	-9840	11952	187.392	-600.240	729.072	1	32752	
671194	2912	-9760	11440	177.632	-595.360	697.840	0	32752	
676151	2768	-9424	10944	168.848	-574.864	667.584	1	32752	
681106	2416	-8976	10368	147.376	-547.536	632.448	0	32752	
686061	2032	-8384	10032	123.952	-511.424	611.952	1	32752	
691018	1696	-8048	9920	103.456	-490.928	605.120	0	32752	
695974	1696	-7856	10208	103.456	-479.216	622.688	1	32752	
700931	1936	-7728	10640	118.096	-471.408	649.040	0	32752	
705887	1936	-7696	10912	118.096	-469.456	665.632	1	32752	
710842	2224	-7648	11216	135.664	-466.528	684.176	0	30320	
715798	2480	-7696	11472	151.280	-469.456	699.792	1	27600	
720753	2976	-7840	11536	181.536	-478.240	703.696	0	24832	
725709	3344	-8016	11408	203.984	-488.976	695.888	1	22000	
730665	3776	-8240	11008	230.336	-502.640	671.488	0	19136	
735621	4112	-8384	10544	250.832	-511.424	643.184	1	16208	
740578	4640	-8496	9936	283.040	-518.256	606.096	0	13312	
745534	4912	-8560	9472	299.632	-522.160	577.792	1	10496	
750489	4880	-8432	9056	297.680	-514.352	552.416	0	7712	
755445	4560	-8080	8720	278.160	-492.880	531.920	1	4928	
760400	4096	-7440	8256	249.856	-453.840	503.616	0	2192	
765356	3680	-6880	7888	224.480	-419.680	481.168	1	-640	
770312	3584	-6480	7808	218.624	-395.280	476.288	0	-3488	
775268	3104	-6128	7984	189.344	-373.808	487.024	1	-6448	
780221	2832	-6048	8576	172.752	-368.928	523.136	0	-9168	
785180	2656	-6144	9152	162.016	-374.784	558.272	1	-11760	
790135	2688	-6384	9664	163.968	-389.424	589.504	0	-14080	
795091	2928	-6768	10096	178.608	-412.848	615.856	1	-16160	
800047	3408	-7136	10496	207.888	-435.296	640.256	0	-17840	
805003	3856	-7568	10768	235.216	-461.648	656.848	1	-19216	
809959	4256	-8096	10784	259.616	-493.856	657.824	0	-20128	
814915	4448	-8624	10752	271.328	-526.064	655.872	1	-20768	
819872	4384	-9072	10624	267.424	-553.392	648.064	0	-21072	
824828	4400	-9504	10544	268.400	-579.744	643.184	1	-21232	
829784	4352	-9936	10608	265.472	-606.096	647.088	0	-21472	
834740	4288	-10192	10880	261.568	-621.712	663.680	1	-21520	
839695	4128	-10480	11216	251.808	-639.280	684.176	0	-21680	
844652	3968	-10544	11456	242.048	-643.184	698.816	1	-21696	
849608	3888	-10320	11632	237.168	-629.520	709.552	0	-21712	
854564	3936	-9952	11792	240.096	-607.072	719.312	1	-21808	
859520	3952	-9584	12048	241.072	-584.624	734.928	0	-21728	
864476	4064	-9232	12272	247.904	-563.152	748.592	1	-21904	
869433	4336	-8912	12560	264.496	-543.632	766.160	0	-22192	
874389	4608	-8752	12608	281.088	-533.872	769.088	1	-22512	
879344	4992	-8608	12608	304.512	-525.088	769.088	0	-22688	
884301	5152	-8512	12752	314.272	-519.232	777.872	1	-22592	
889256	5296	-8544	13152	323.056	-521.184	802.272	0	-22160	
894213	5200	-8656	13648	317.200	-528.016	832.528	1	-21472	
899169	5088	-8960	14176	310.368	-546.560	864.736	0	-20560	
904124	4832	-9344	14464	294.752	-569.984	882.304	1	-19568	
909078	4688	-9920	14544	285.968	-605.120	887.184	0	-18416	
914037	4576	-10352	14400	279.136	-631.472	878.400	1	-17344	
918991	4496	-10704	14176	274.256	-652.944	864.736	0	-16192	
923949	4416	-10976	13952	269.376	-669.536	851.072	1	-15184	
928907	4544	-11024	13856	277.184	-672.464	845.216	0	-14272	
933863	4864	-10704	13856	296.704	-652.944	845.216	1	-13552	
938819	5120	-10352	13776	312.320	-631.472	840.336	0	-13024	
943775	5376	-10000	13712	327.936	-610.000	836.432	1	-12624	
948731	5872	-9440	13616	358.192	-575.840	830.576	0	-12432	
953686	6160	-8912	13488	375.760	-543.632	822.768	1	-12352	
958644	6400	-8368	13376	390.400	-510.448	815.936	0	-12352	
963600	6704	-7904	13296	408.944	-482.144	811.056	1	-12384	
968555	7008	-7600	13248	427.488	-463.600	808.128	0	-12464	
973509	7312	-7440	13408	446.032	-453.840	817.888	1	-12480	
978466	7504	-7280	13456	457.744	-444.080	820.816	0	-12448	
983420	7712	-7264	13520	470.432	-443.104	824.720	1	-12448	
988378	7744	-7184	13600	472.384	-438.224	829.600	0	-12592	
993334	7728	-7136	13536	471.408	-435.296	825.696	1	-12752	
998292	7744	-7072	13328	472.384	-431.392	813.008	0	-13024	
1003248	7856	-6960	13024	479.216	-424.560	794.464	1	-13232	
1008203	8096	-6736	12672	493.856	-410.896	772.992	0	-13552	
1013159	8208	-6512	12336	500.688	-397.232	752.496	1	-13712	
1018114	8432	-6192	11920	514.352	-377.712	727.120	0	-13968	
1023071	8544	-5904	11440	521.184	-360.144	697.840	1	-14080	
1028027	8560	-5520	11008	522.160	-336.720	671.488	0	-14064	
1032984	8240	-5264	10704	502.640	-321.104	652.944	1	-13952	
1037940	7952	-5200	10560	485.072	-317.200	644.160	0	-13712	
1042895	7616	-5200	10352	464.576	-317.200	631.472	1	-13456	
1047850	7312	-5328	10496	446.032	-325.008	640.256	0	-13104	
1052806	6944	-5504	10768	423.584	-335.744	656.848	1	-12688	
1057762	6592	-5888	11200	402.112	-359.168	683.200	0	-12336	
1062718	6368	-6352	11504	388.448	-387.472	701.744	1	-12048	
1067674	6224	-6784	11616	379.664	-413.824	708.576	0	-11712	
1072631	6304	-7200	11536	384.544	-439.200	703.696	1	-11360	
1077587	6544	-7520	11456	399.184	-458.720	698.816	0	-11024	
1082543	6912	-7648	11392	421.632	-466.528	694.912	1	-10640	
1087499	7328	-7584	11264	447.008	-462.624	687.104	0	-10336	
1092455	7792	-7600	11344	475.312	-463.600	691.984	1	-9936	
1097411	8144	-7504	11456	496.784	-457.744	698.816	0	-9424	
1102367	8560	-7408	11520	522.160	-451.888	702.720	1	-8816	
1107325	8816	-7328	11792	537.776	-447.008	719.312	0	-8160	
1112280	9168	-7248	12128	559.248	-442.128	739.808	1	-7376	
1117237	9280	-7184	12496	566.080	-438.224	762.256	0	-6560	
1122192	9216	-7072	12896	562.176	-431.392	786.656	1	-5664	
1127148	9008	-7184	13024	549.488	-438.224	794.464	0	-4832	
1132103	8768	-7424	12864	534.848	-452.864	784.704	1	-3872	
1137058	8480	-7488	12512	517.280	-456.768	763.232	0	-2960	
1142015	8192	-7552	11792	499.712	-460.672	719.312	1	-2016	
1146971	7712	-7408	11008	470.432	-451.888	671.488	0	-1088	
1151928	7248	-7232	10480	442.128	-441.152	639.280	1	-272	
1156884	6848	-7184	10144	417.728	-438.224	618.784	0	368	
1161840	6608	-7312	10144	403.088	-446.032	618.784	1	912	
1166796	6352	-7616	10304	387.472	-464.576	628.544	0	1312	
1171752	6160	-7888	10560	375.760	-481.168	644.160	1	1632	
1176708	6032	-8208	10752	367.952	-500.688	655.872	0	1744	
1181665	5952	-8512	10816	363.072	-519.232	659.776	1	1728	
1186622	6016	-8640	10720	366.976	-527.040	653.920	0	1520	
1191577	6160	-8768	10560	375.760	-534.848	644.160	1	1168	
1196533	6432	-8688	10352	392.352	-529.968	631.472	0	656	
1201488	6736	-8512	10064	410.896	-519.232	613.904	1	0	
1206445	6896	-8080	9824	420.656	-492.880	599.264	0	-816	
1211401	7216	-7616	9728	440.176	-464.576	593.408	1	-1664	
1216357	7424	-7056	9664	452.864	-430.416	589.504	0	-2624	
1221313	7472	-6704	9632	455.792	-408.944	587.552	1	-3520	
1226269	7616	-6432	9632	464.576	-392.352	587.552	0	-4480	
1231224	7600	-6256	9552	463.600	-381.616	582.672	1	-5216	
1236181	7680	-6080	9568	468.480	-370.880	583.648	0	-5904	
1241137	7568	-6064	9424	461.648	-369.904	574.864	1	-6480	
1246093	7424	-6080	9312	452.864	-370.880	568.032	0	-6832	
1251049	7248	-6112	9168	442.128	-372.832	559.248	1	-7056	
1256004	7088	-6208	8960	432.368	-378.688	546.560	0	-7056	
1260958	6768	-6240	8864	412.848	-380.640	540.704	1	-6864	
1265916	6480	-6416	8864	395.280	-391.376	540.704	0	-6624	
1270870	6304	-6528	8992	384.544	-398.208	548.512	1	-6336	
1275827	6192	-6640	9200	377.712	-405.040	561.200	0	-5952	
1280782	6336	-6912	9472	386.496	-421.632	577.792	1	-5584	
1285738	6416	-7152	9680	391.376	-436.272	590.480	0	-5296	
1290694	6528	-7536	9952	398.208	-459.696	607.072	1	-5056	
1295650	6720	-7808	10256	409.920	-476.288	625.616	0	-4848	
1300607	6912	-7984	10416	421.632	-487.024	635.376	1	-4640	
1305562	7040	-8160	10576	429.440	-497.760	645.136	0	-4576	
1310519	7248	-8272	10528	442.128	-504.592	642.208	1	-4544	
1315475	7552	-8336	10432	460.672	-508.496	636.352	0	-4528	
1320430	7744	-8400	10288	472.384	-512.400	627.568	1	-4512	
1325384	8016	-8464	10128	488.976	-516.304	617.808	0	-4592	
1330342	8208	-8448	10080	500.688	-515.328	614.880	1	-4528	
1335297	8320	-8528	10048	507.520	-520.208	612.928	0	-4672	
1340255	8512	-8496	10144	519.232	-518.256	618.784	1	-4704	
1345211	8640	-8384	10160	527.040	-511.424	619.760	0	-4752	
1350167	8704	-8336	10272	530.944	-508.496	626.592	1	-4816	
1355124	8624	-8128	10304	526.064	-495.808	628.544	0	-4704	
1360080	8736	-8064	10080	532.896	-491.904	614.880	1	-4592	
1365037	8560	-8064	9904	522.160	-491.904	604.144	0	-4496	
1369992	8224	-7888	9792	501.664	-481.168	597.312	1	-4272	
1374949	8016	-7648	9616	488.976	-466.528	586.576	0	-4080	
1379905	7808	-7648	9520	476.288	-466.528	580.720	1	-3904	
1384862	7632	-7760	9376	465.552	-473.360	571.936	0	-3584	
1389817	7600	-7776	9344	463.600	-474.336	569.984	1	-3408	
1394774	7664	-7824	9408	467.504	-477.264	573.888	0	-3200	
1399728	7760	-7776	9584	473.360	-474.336	584.624	1	-3040	
1404685	8064	-7792	9728	491.904	-475.312	593.408	0	-2928	
1409641	8240	-7760	9968	502.640	-473.360	608.048	1	-2736	
1414597	8384	-7600	10256	511.424	-463.600	625.616	0	-2608	
1419553	8576	-7504	10560	523.136	-457.744	644.160	1	-2432	
1424510	8736	-7376	10768	532.896	-449.936	656.848	0	-2432	
1429464	8928	-7248	10768	544.608	-442.128	656.848	1	-2336	
1434420	9024	-7200	10864	550.464	-439.200	662.704	0	-2224	
1439376	9120	-7280	10944	556.320	-444.080	667.584	1	-1984	
1444331	9136	-7328	11088	557.296	-447.008	676.368	0	-1840	
1449286	9280	-7472	11200	566.080	-455.792	683.200	1	-1648	
1454242	9360	-7568	11296	570.960	-461.648	689.056	0	-1424	
1459198	9472	-7680	11408	577.792	-468.480	695.888	1	-1248	
1464154	9520	-7696	11536	580.720	-469.456	703.696	0	-1008	
1469111	9696	-7664	11584	591.456	-467.504	706.624	1	-752	
1474067	9648	-7840	11648	588.528	-478.240	710.528	0	-496	
1479023	9728	-8080	11664	593.408	-492.880	711.504	1	-176	
1483979	9616	-7968	11840	586.576	-486.048	722.240	0	96	
1488934	9632	-8048	11904	587.552	-490.928	726.144	1	416	
1493890	9504	-8352	12048	579.744	-509.472	734.928	0	752	
1498846	9216	-8640	12272	562.176	-527.040	748.592	1	1072	
1503803	8768	-8752	12352	534.848	-533.872	753.472	0	1408	
1508759	8576	-8608	12208	523.136	-525.088	744.688	1	1792	
1513715	8496	-8448	11872	518.256	-515.328	724.192	0	2208	
1518671	8368	-8368	11760	510.448	-510.448	717.360	1	2608	
1523628	8144	-8544	11728	496.784	-521.184	715.408	0	2960	
1528583	7888	-8768	11872	481.168	-534.848	724.192	1	3328	
1533540	7728	-8688	11968	471.408	-529.968	730.048	0	3472	
1538495	7616	-8640	12032	464.576	-527.040	733.952	1	3648	
1543452	7840	-8464	11984	478.240	-516.304	731.024	0	3712	
1548408	8224	-8384	11920	501.664	-511.424	727.120	1	3696	
1553365	8640	-8432	12112	527.040	-514.352	738.832	0	3616	
1558321	8928	-8416	12304	544.608	-513.376	750.544	1	3440	
1563277	9056	-8256	12512	552.416	-503.616	763.232	0	3232	
1568233	9248	-7952	12576	564.128	-485.072	767.136	1	2928	
1573190	9376	-7680	12544	571.936	-468.480	765.184	0	2608	
1578146	9200	-7472	12448	561.200	-455.792	759.328	1	2208	
1583102	9088	-7216	12416	554.368	-440.176	757.376	0	1776	
1588058	8864	-6928	12448	540.704	-422.608	759.328	1	1376	
1593015	8704	-6752	12576	530.944	-411.872	767.136	0	1040	
1597972	8352	-6560	12960	509.472	-400.160	790.560	1	592	
1602928	8080	-6368	13312	492.880	-388.448	812.032	0	176	
1607884	7920	-6304	13808	483.120	-384.544	842.288	1	-240	
1612838	7792	-6064	13984	475.312	-369.904	853.024	0	-640	
1617797	7680	-5872	14176	468.480	-358.192	864.736	1	-1040	
1622752	7712	-5616	14176	470.432	-342.576	864.736	0	-1360	
1627710	7680	-5088	14160	468.480	-310.368	863.760	1	-1680	
1632665	7824	-5056	14176	477.264	-308.416	864.736	0	-1904	
1637622	7904	-4928	14272	482.144	-300.608	870.592	1	-2064	
1642578	7856	-4624	14352	479.216	-282.064	875.472	0	-2128	
1647535	8144	-4480	14352	496.784	-273.280	875.472	1	-2224	
1652491	8240	-4480	14400	502.640	-273.280	878.400	0	-2128	
1657446	8240	-4400	14592	502.640	-268.400	890.112	1	-1936	
1662404	8272	-4240	14688	504.592	-258.640	895.968	0	-1648	
1667360	7856	-3792	14768	479.216	-231.312	900.848	1	-1408	
1672316	7632	-3520	14848	465.552	-214.720	905.728	0	-912	
1677271	7376	-3264	15120	449.936	-199.104	922.320	1	-464	
1682229	7232	-3232	15488	441.152	-197.152	944.768	0	48	
1687184	7216	-3104	15888	440.176	-189.344	969.168	1	368	
1692142	7264	-2992	16256	443.104	-182.512	991.616	0	672	
1697098	7456	-2880	16416	454.816	-175.680	1001.376	1	752	
1702054	7760	-2704	16320	473.360	-164.944	995.520	0	592	
1707010	8256	-2704	16384	503.616	-164.944	999.424	1	368	
1711965	8656	-2640	16384	528.016	-161.040	999.424	0	-144	
1716921	8864	-2736	16448	540.704	-166.896	1003.328	1	-832	
1721876	9024	-2496	16480	550.464	-152.256	1005.280	0	-1600	
1726832	9248	-2416	16512	564.128	-147.376	1007.232	1	-2400	
1731785	9440	-2288	16528	575.840	-139.568	1008.208	0	-3360	
1736743	9152	-2128	16576	558.272	-129.808	1011.136	1	-4304	
1741698	8928	-2160	16528	544.608	-131.760	1008.208	0	-5200	
1746655	8656	-1952	16672	528.016	-119.072	1016.992	1	-6112	
1751611	8416	-2032	16784	513.376	-123.952	1023.824	0	-6912	
1756568	8096	-2000	16896	493.856	-122.000	1030.656	1	-7536	
1761524	7920	-1968	16832	483.120	-120.048	1026.752	0	-7984	
1766479	7824	-1808	16704	477.264	-110.288	1018.944	1	-8256	
1771435	7728	-1696	16384	471.408	-103.456	999.424	0	-8368	
1776391	7792	-1616	16128	475.312	-98.576	983.808	1	-8336	
1781347	7904	-1312	15824	482.144	-80.032	965.264	0	-8176	
1786304	8112	-1040	15536	494.832	-63.440	947.696	1	-7968	
1791260	8416	-832	15296	513.376	-50.752	933.056	0	-7648	
1796216	8656	-608	14880	528.016	-37.088	907.680	1	-7344	
1801172	8880	-368	14336	541.680	-22.448	874.496	0	-6896	
1806127	9200	-336	13856	561.200	-20.496	845.216	1	-6528	
1811083	9408	-288	13472	573.888	-17.568	821.792	0	-5936	
1816039	9616	-656	13104	586.576	-40.016	799.344	1	-5328	
1820994	9536	-1088	12816	581.696	-66.368	781.776	0	-4720	
1825952	9408	-1440	12624	573.888	-87.840	770.064	1	-3952	
1830909	9536	-2064	12528	581.696	-125.904	764.208	0	-3280	
1835865	9280	-2176	12336	566.080	-132.736	752.496	1	-2416	
1840820	9168	-2384	12240	559.248	-145.424	746.640	0	-1584	
1845777	9216	-2400	12112	562.176	-146.400	738.832	1	-720	
1850733	9168	-2416	12032	559.248	-147.376	733.952	0	192	
1855690	8960	-2304	11856	546.560	-140.544	723.216	1	1008	
1860645	8592	-2064	11776	524.112	-125.904	718.336	0	1728	
1865601	8528	-1744	11680	520.208	-106.384	712.480	1	2304	
1870557	8512	-1472	11664	519.232	-89.792	711.504	0	2784	
1875514	8224	-1376	11840	501.664	-83.936	722.240	1	3184	
1880469	7680	-1408	12096	468.480	-85.888	737.856	0	3520	
1885426	7136	-1376	12352	435.296	-83.936	753.472	1	3792	
1890383	6784	-1424	12624	413.824	-86.864	770.064	0	4144	
1895339	6816	-1632	12768	415.776	-99.552	778.848	1	4352	
1900295	6816	-1888	12992	415.776	-115.168	792.512	0	4640	
1905251	6784	-2064	12992	413.824	-125.904	792.512	1	4864	
1910207	6736	-2384	12880	410.896	-145.424	785.680	0	5120	
1915163	6672	-2752	12752	406.992	-167.872	777.872	1	5408	
1920119	6576	-3024	12608	401.136	-184.464	769.088	0	5824	
1925075	6496	-3232	12640	396.256	-197.152	771.040	1	6320	
1930032	6656	-3408	12672	406.016	-207.888	772.992	0	6864	
1934987	6784	-3520	12704	413.824	-214.720	774.944	1	7392	
1939944	7056	-3600	12608	430.416	-219.600	769.088	0	7856	
1944898	7360	-3632	12432	448.960	-221.552	758.352	1	8128	
1949854	7536	-3648	12288	459.696	-222.528	749.568	0	8384	
1954810	7568	-3728	12064	461.648	-227.408	735.904	1	8656	
1959766	7760	-3776	11968	473.360	-230.336	730.048	0	9104	
1964721	7744	-3744	11824	472.384	-228.384	721.264	1	9552	
1969678	7808	-3680	11712	476.288	-224.480	714.432	0	10240	
1974634	7744	-3552	11632	472.384	-216.672	709.552	1	10880	
1979591	7520	-3472	11536	458.720	-211.792	703.696	0	11808	
1984547	7504	-3280	11248	457.744	-200.080	686.128	1	12896	
1989503	7200	-2992	11072	439.200	-182.512	675.392	0	14000	
1994457	6992	-2736	11008	426.512	-166.896	671.488	1	15168	
1999415	6976	-2640	11008	425.536	-161.040	671.488	0	16448	
2004371	6768	-2592	11216	412.848	-158.112	684.176	1	17776	
2009327	6896	-2592	11392	420.656	-158.112	694.912	0	19168	
2014284	6928	-2720	11456	422.608	-165.920	698.816	1	20608	
2019240	6992	-3056	11456	426.512	-186.416	698.816	0	22064	
2024195	7088	-3440	11392	432.368	-209.840	694.912	1	23520	
2029150	7088	-3984	11360	432.368	-243.024	692.960	0	25040	
2034109	7120	-4576	11472	434.320	-279.136	699.792	1	26480	
2039062	7472	-5232	11712	455.792	-319.152	714.432	0	27840	
2044021	7840	-5840	11872	478.240	-356.240	724.192	1	29104	
2048977	8400	-6352	12016	512.400	-387.472	732.976	0	30448	
2053933	8992	-6528	12128	548.512	-398.208	739.808	1	31632	
2058889	9728	-6320	12160	593.408	-385.520	741.760	0	32752	
2063844	10176	-5888	12128	620.736	-359.168	739.808	1	32752	
2068801	10640	-5520	12064	649.040	-336.720	735.904	0	32752	
2073757	11008	-5152	12144	671.488	-314.272	740.784	1	32752	
2078713	11280	-4976	12208	688.080	-303.536	744.688	0	32752	
