Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	AFE_CHANNEL [#]	QVAR [LSB]	
10410014	3744	-19696	3296	228.384	-1201.456	201.056	1	-992	
10414972	3776	-19792	3344	230.336	-1207.312	203.984	0	-1248	
10419928	3728	-19872	3408	227.408	-1212.192	207.888	1	-1520	
10424885	3728	-20080	3472	227.408	-1224.880	211.792	0	-1728	
10429840	3840	-20256	3424	234.240	-1235.616	208.864	1	-1840	
10434797	3968	-20384	3424	242.048	-1243.424	208.864	0	-1936	
10439753	4064	-20464	3440	247.904	-1248.304	209.840	1	-2096	
10444709	4176	-20496	3392	254.736	-1250.256	206.912	0	-2176	
10449665	4272	-20512	3328	260.592	-1251.232	203.008	1	-2272	
10454619	4272	-20512	3376	260.592	-1251.232	205.936	0	-2208	
10459579	4304	-20512	3456	262.544	-1251.232	210.816	1	-2208	
10464535	4288	-20512	3504	261.568	-1251.232	213.744	0	-2032	
10469492	4224	-20560	3584	257.664	-1254.160	218.624	1	-1712	
10474448	4224	-20672	3520	257.664	-1260.992	214.720	0	-1296	
10479406	4224	-20832	3392	257.664	-1270.752	206.912	1	-784	
10484362	4256	-20976	3328	259.616	-1279.536	203.008	0	-176	
10489318	4224	-21200	3184	257.664	-1293.200	194.224	1	672	
10494274	4368	-21328	3088	266.448	-1301.008	188.368	0	1408	
10499230	4448	-21392	3024	271.328	-1304.912	184.464	1	2400	
10504186	4592	-21520	3024	280.112	-1312.720	184.464	0	3312	
10509143	4656	-21600	3072	284.016	-1317.600	187.392	1	4288	
10514100	4720	-21632	3040	287.920	-1319.552	185.440	0	5296	
10519056	4688	-21520	3072	285.968	-1312.720	187.392	1	6384	
10524012	4672	-21472	3056	284.992	-1309.792	186.416	0	7312	
10528968	4496	-21328	3024	274.256	-1301.008	184.464	1	8304	
10533925	4320	-21136	2912	263.520	-1289.296	177.632	0	9296	
10538881	4144	-20944	2816	252.784	-1277.584	171.776	1	10080	
10543837	4064	-20784	2672	247.904	-1267.824	162.992	0	10816	
10548793	3920	-20688	2576	239.120	-1261.968	157.136	1	11360	
10553749	3824	-20496	2512	233.264	-1250.256	153.232	0	11776	
10558705	3792	-20480	2496	231.312	-1249.280	152.256	1	12080	
10563661	3728	-20464	2512	227.408	-1248.304	153.232	0	12144	
10568616	3776	-20592	2576	230.336	-1256.112	157.136	1	12128	
10573572	3840	-20656	2704	234.240	-1260.016	164.944	0	11872	
10578526	3920	-20784	2816	239.120	-1267.824	171.776	1	11296	
10583484	4016	-20880	2928	244.976	-1273.680	178.608	0	10464	
10588439	4112	-20848	2944	250.832	-1271.728	179.584	1	9328	
10593397	4176	-20784	3040	254.736	-1267.824	185.440	0	8096	
10598350	4288	-20656	3056	261.568	-1260.016	186.416	1	6688	
10603308	4224	-20400	2992	257.664	-1244.400	182.512	0	5376	
10608264	4144	-20144	2928	252.784	-1228.784	178.608	1	4016	
10613221	4032	-19920	2880	245.952	-1215.120	175.680	0	2848	
10618177	3952	-19664	2912	241.072	-1199.504	177.632	1	1728	
10623132	4000	-19408	2848	244.000	-1183.888	173.728	0	832	
10628089	3904	-19200	2768	238.144	-1171.200	168.848	1	-16	
10633045	3840	-19088	2672	234.240	-1164.368	162.992	0	-720	
10638003	3824	-18960	2624	233.264	-1156.560	160.064	1	-1376	
10642959	3792	-18944	2512	231.312	-1155.584	153.232	0	-1856	
10647915	3824	-18928	2560	233.264	-1154.608	156.160	1	-2416	
10652870	3952	-18896	2432	241.072	-1152.656	148.352	0	-2816	
10657829	4112	-18832	2368	250.832	-1148.752	144.448	1	-3280	
10662783	4208	-18768	2320	256.688	-1144.848	141.520	0	-3712	
10667741	4336	-18624	2304	264.496	-1136.064	140.544	1	-4000	
10672697	4384	-18528	2352	267.424	-1130.208	143.472	0	-4320	
10677654	4352	-18416	2400	265.472	-1123.376	146.400	1	-4608	
10682611	4208	-18304	2464	256.688	-1116.544	150.304	0	-4816	
10687567	4080	-18224	2416	248.880	-1111.664	147.376	1	-5008	
10692524	3888	-18112	2464	237.168	-1104.832	150.304	0	-5168	
10697480	3600	-18064	2480	219.600	-1101.904	151.280	1	-5296	
10702438	3280	-17920	2480	200.080	-1093.120	151.280	0	-5312	
10707395	3072	-17840	2432	187.392	-1088.240	148.352	1	-5392	
10712351	2768	-17664	2432	168.848	-1077.504	148.352	0	-5504	
10717308	2576	-17520	2464	157.136	-1068.720	150.304	1	-5568	
10722265	2416	-17264	2400	147.376	-1053.104	146.400	0	-5744	
10727221	2384	-17056	2384	145.424	-1040.416	145.424	1	-6016	
10732176	2368	-16864	2368	144.448	-1028.704	144.448	0	-6224	
10737132	2512	-16672	2272	153.232	-1016.992	138.592	1	-6544	
10742088	2592	-16496	2208	158.112	-1006.256	134.688	0	-6784	
10747043	2640	-16416	2096	161.040	-1001.376	127.856	1	-7056	
10752000	2896	-16256	1904	176.656	-991.616	116.144	0	-7344	
10756958	3072	-16272	1856	187.392	-992.592	113.216	1	-7536	
10761913	3136	-16288	1776	191.296	-993.568	108.336	0	-7808	
10766869	3152	-16448	1728	192.272	-1003.328	105.408	1	-7952	
10771825	3088	-16496	1776	188.368	-1006.256	108.336	0	-8048	
10776782	2944	-16624	1824	179.584	-1014.064	111.264	1	-8224	
10781737	2928	-16672	1888	178.608	-1016.992	115.168	0	-8304	
10786692	2880	-16688	1904	175.680	-1017.968	116.144	1	-8480	
10791651	2832	-16640	1968	172.752	-1015.040	120.048	0	-8576	
10796608	2768	-16512	2032	168.848	-1007.232	123.952	1	-8688	
10801564	2672	-16416	2112	162.992	-1001.376	128.832	0	-8784	
10806520	2528	-16240	2096	154.208	-990.640	127.856	1	-8960	
10811477	2544	-16208	2096	155.184	-988.688	127.856	0	-9184	
10816433	2560	-16176	2112	156.160	-986.736	128.832	1	-9328	
10821389	2512	-16000	1984	153.232	-976.000	121.024	0	-9520	
10826345	2496	-16016	1920	152.256	-976.976	117.120	1	-9840	
10831302	2496	-15904	1904	152.256	-970.144	116.144	0	-9968	
10836258	2544	-15808	1888	155.184	-964.288	115.168	1	-10176	
10841215	2512	-15792	1968	153.232	-963.312	120.048	0	-10432	
10846171	2416	-15744	2032	147.376	-960.384	123.952	1	-10576	
10851127	2448	-15696	2000	149.328	-957.456	122.000	0	-10736	
10856083	2480	-15856	2064	151.280	-967.216	125.904	1	-10896	
10861038	2528	-15904	2144	154.208	-970.144	130.784	0	-10992	
10865994	2592	-15920	2080	158.112	-971.120	126.880	1	-11024	
10870950	2624	-16016	2000	160.064	-976.976	122.000	0	-10976	
10875906	2592	-16032	1968	158.112	-977.952	120.048	1	-11008	
10880862	2576	-16032	1856	157.136	-977.952	113.216	0	-10976	
10885818	2560	-15936	1792	156.160	-972.096	109.312	1	-10864	
10890774	2496	-15952	1760	152.256	-973.072	107.360	0	-10768	
10895730	2512	-15872	1808	153.232	-968.192	110.288	1	-10640	
10900687	2400	-15824	1856	146.400	-965.264	113.216	0	-10544	
10905643	2384	-15728	1888	145.424	-959.408	115.168	1	-10368	
10910598	2368	-15680	1904	144.448	-956.480	116.144	0	-10224	
10915553	2304	-15584	1920	140.544	-950.624	117.120	1	-10096	
10920511	2304	-15552	1952	140.544	-948.672	119.072	0	-9872	
10925469	2288	-15584	1952	139.568	-950.624	119.072	1	-9728	
10930425	2304	-15632	1952	140.544	-953.552	119.072	0	-9600	
10935382	2320	-15632	1984	141.520	-953.552	121.024	1	-9408	
10940336	2304	-15712	1888	140.544	-958.432	115.168	0	-9312	
10945294	2272	-15712	1888	138.592	-958.432	115.168	1	-9056	
10950252	2304	-15712	1888	140.544	-958.432	115.168	0	-8800	
10955206	2288	-15776	1792	139.568	-962.336	109.312	1	-8480	
10960164	2208	-15760	1744	134.688	-961.360	106.384	0	-8128	
10965121	2144	-15744	1712	130.784	-960.384	104.432	1	-7744	
10970077	2080	-15776	1744	126.880	-962.336	106.384	0	-7360	
10975033	2048	-15776	1696	124.928	-962.336	103.456	1	-6976	
10979990	1984	-15728	1712	121.024	-959.408	104.432	0	-6672	
10984945	1968	-15680	1840	120.048	-956.480	112.240	1	-6416	
10989902	1872	-15648	1856	114.192	-954.528	113.216	0	-6096	
10994859	1824	-15584	1776	111.264	-950.624	108.336	1	-5936	
10999815	1824	-15600	1872	111.264	-951.600	114.192	0	-5744	
11004770	1824	-15584	1856	111.264	-950.624	113.216	1	-5664	
11009729	1840	-15552	1840	112.240	-948.672	112.240	0	-5456	
11014684	1952	-15568	1856	119.072	-949.648	113.216	1	-5296	
11019643	2016	-15664	1840	122.976	-955.504	112.240	0	-5184	
11024599	2000	-15760	1872	122.000	-961.360	114.192	1	-5040	
11029555	1984	-15808	1872	121.024	-964.288	114.192	0	-4896	
11034511	2032	-15840	1840	123.952	-966.240	112.240	1	-4768	
11039465	2128	-15936	1792	129.808	-972.096	109.312	0	-4528	
11044421	2144	-15968	1776	130.784	-974.048	108.336	1	-4432	
11049377	2144	-16080	1696	130.784	-980.880	103.456	0	-4176	
11054333	2176	-16048	1664	132.736	-978.928	101.504	1	-4000	
11059290	2176	-16016	1648	132.736	-976.976	100.528	0	-3824	
11064246	2128	-16144	1680	129.808	-984.784	102.480	1	-3792	
11069202	2064	-16128	1792	125.904	-983.808	109.312	0	-3616	
11074159	2048	-16176	1904	124.928	-986.736	116.144	1	-3472	
11079115	1904	-16272	1968	116.144	-992.592	120.048	0	-3392	
11084071	1872	-16288	2032	114.192	-993.568	123.952	1	-3216	
11089029	1840	-16272	2096	112.240	-992.592	127.856	0	-3056	
11093985	1792	-16400	2176	109.312	-1000.400	132.736	1	-2944	
11098941	1776	-16496	2224	108.336	-1006.256	135.664	0	-2768	
11103897	1776	-16528	2336	108.336	-1008.208	142.496	1	-2688	
11108854	1792	-16656	2400	109.312	-1016.016	146.400	0	-2624	
